start_year,end_year,cumulative_net_income,cumulative_dividends,cumulative_profit_after_dividends,cumulative_bridge_residual,cumulative_within_year_retained_earnings_change,interyear_discontinuity,endpoint_retained_earnings_change,calculated_endpoint_change,reconciliation_residual
2015,2024,606102210.0,280693748.0,325408462.0,27248120.0,352656582.0,-66446906.0,286209676.0,286209676.0,0.0
