start_year,end_year,cumulative_net_saving,cumulative_net_capital_transfers,cumulative_net_fixed_capital_formation,cumulative_changes_in_inventories,cumulative_net_land_purchases,cumulative_net_capital_formation,cumulative_net_lending,cumulative_sources,capital_formation_share_pct,net_lending_share_pct,identity_residual
2015,2024,330946.2,35065.3,73129.1,9426.2,30308.6,112863.9,253147.6,366011.5,30.836162,69.163838,0.0
