start_year,end_year,cumulative_net_saving,cumulative_net_capital_transfers,cumulative_net_fixed_capital_formation,cumulative_changes_in_inventories,cumulative_net_land_purchases,cumulative_net_capital_formation,cumulative_net_lending,cumulative_sources,capital_formation_share_pct,net_lending_share_pct,identity_residual
2015,2024,330946.2,35065.3,73129.09999999999,9426.199999999999,30308.600000000006,112863.9,253147.6,366011.5,30.836162251732524,69.16383774826748,0.0
