éÌï ,îN,åé,éYã∆ï™óﬁ,ãKñÕ,èAã∆å`ë‘,åªã‡ããó^ëçäz,Ç´Ç‹Ç¡ÇƒéxããÇ∑ÇÈããó^,èäíËì‡ããó^,èäíËäOããó^,ì¡ï ããó^,ëçé¿òJì≠éûä‘,èäíËì‡òJì≠éûä‘,èäíËäOòJì≠éûä‘,èoãŒì˙êî,ëOåéññòJì≠é“êî,ëùâ¡òJì≠é“êî,å∏è≠òJì≠é“êî,ñ{åéññòJì≠é“êî,ÉpÅ[ÉgÉ^ÉCÉÄòJì≠é“êî
é¿êî,1960,CY,C   ,0,0,26250,22547,,,3703,193.6,170.8,22.8,23.0,,,,,
é¿êî,1960,CY,C   ,4,0,28786,24682,,,,193.2,168.4,24.8,22.8,,,,,
é¿êî,1960,CY,C   ,5,0,22422,19121,,,,196.7,175.1,21.6,23.5,,,,,
é¿êî,1960,CY,C   ,7,0,18826,16814,,,,187.9,176.3,11.6,23.4,,,,,
é¿êî,1960,CY,D   ,0,0,21213,17952,,,3261,211.0,186.4,24.6,24.1,,,,,
é¿êî,1960,CY,D   ,4,0,24597,20095,,,,215.8,182.8,33.0,23.6,,,,,
é¿êî,1960,CY,D   ,5,0,20781,17509,,,,208.6,184.8,23.8,24.0,,,,,
é¿êî,1960,CY,D   ,7,0,19142,16821,,,,209.8,190.8,19.0,24.5,,,,,
é¿êî,1960,CY,E   ,0,0,22630,18319,,,4311,207.0,182.0,25.0,24.2,,,,,
é¿êî,1960,CY,E   ,4,0,28690,22409,,,,200.3,173.8,26.5,24.2,,,,,
é¿êî,1960,CY,E   ,5,0,20293,16501,,,,207.9,184.9,23.0,24.1,,,,,
é¿êî,1960,CY,E   ,7,0,16897,14742,,,,215.3,190.2,25.1,24.3,,,,,
é¿êî,1960,CY,E12 ,0,0,15370,13448,,,1922,208.5,186.6,21.9,23.9,,,,,
é¿êî,1960,CY,E12 ,4,0,20112,16732,,,,223.1,185.3,37.8,23.7,,,,,
é¿êî,1960,CY,E12 ,5,0,16447,14128,,,,216.7,186.9,29.8,23.8,,,,,
é¿êî,1960,CY,E12 ,7,0,14624,12961,,,,204.5,186.6,17.9,23.9,,,,,
é¿êî,1960,CY,E13 ,0,0,16110,14409,,,1701,212.9,189.9,23.0,24.1,,,,,
é¿êî,1960,CY,E13 ,4,0,17647,14701,,,,205.4,181.7,23.7,23.9,,,,,
é¿êî,1960,CY,E13 ,5,0,16292,14176,,,,214.1,189.4,24.7,24.1,,,,,
é¿êî,1960,CY,E13 ,7,0,15848,14495,,,,213.1,191.0,22.1,24.1,,,,,
é¿êî,1960,CY,E14 ,0,0,25196,20515,,,4681,209.2,180.7,28.5,24.7,,,,,
é¿êî,1960,CY,E14 ,4,0,36288,28739,,,,196.0,168.3,27.7,24.8,,,,,
é¿êî,1960,CY,E14 ,5,0,21788,17770,,,,210.1,183.3,26.8,24.5,,,,,
é¿êî,1960,CY,E14 ,7,0,16319,14134,,,,222.8,192.0,30.8,24.6,,,,,
é¿êî,1960,CY,E19 ,0,0,16256,13503,,,2753,202.5,184.2,18.3,23.8,,,,,
é¿êî,1960,CY,E19 ,4,0,16485,13378,,,,198.6,183.1,15.5,23.8,,,,,
é¿êî,1960,CY,E19 ,5,0,14999,12757,,,,206.3,185.1,21.2,23.7,,,,,
é¿êî,1960,CY,E19 ,7,0,17707,15673,,,,213.9,188.1,25.8,24.0,,,,,
é¿êî,1960,CY,E21 ,0,0,22012,18262,,,3750,206.0,181.2,24.8,24.1,,,,,
é¿êî,1960,CY,E21 ,4,0,32160,25487,,,,197.7,168.3,29.4,24.2,,,,,
é¿êî,1960,CY,E21 ,5,0,21303,17583,,,,208.9,182.4,26.5,23.9,,,,,
é¿êî,1960,CY,E21 ,7,0,15971,14158,,,,208.2,188.6,19.6,24.2,,,,,
é¿êî,1960,CY,E22 ,0,0,34282,27319,,,6963,211.5,173.9,37.6,24.5,,,,,
é¿êî,1960,CY,E22 ,4,0,38796,30331,,,,209.1,168.8,40.3,24.8,,,,,
é¿êî,1960,CY,E22 ,5,0,27818,22621,,,,217.8,181.7,36.1,24.1,,,,,
é¿êî,1960,CY,E22 ,7,0,23385,20650,,,,213.8,185.9,27.9,23.7,,,,,
é¿êî,1960,CY,E23 ,0,0,28238,22319,,,5919,209.0,174.6,34.4,24.4,,,,,
é¿êî,1960,CY,E23 ,4,0,31977,24933,,,,205.7,168.9,36.8,24.4,,,,,
é¿êî,1960,CY,E23 ,5,0,24116,19098,,,,209.8,177.0,32.8,24.3,,,,,
é¿êî,1960,CY,E23 ,7,0,21195,17857,,,,218.7,190.3,28.4,24.2,,,,,
é¿êî,1960,CY,E24 ,0,0,20666,17565,,,3101,219.5,187.2,32.3,24.1,,,,,
é¿êî,1960,CY,E24 ,4,0,27210,22058,,,,206.1,175.5,30.6,23.8,,,,,
é¿êî,1960,CY,E24 ,5,0,22257,18479,,,,216.4,185.5,30.9,24.0,,,,,
é¿êî,1960,CY,E24 ,7,0,18484,16223,,,,223.7,190.1,33.6,24.2,,,,,
é¿êî,1960,CY,E31 ,0,0,30219,24252,,,5967,211.5,174.2,37.3,24.2,,,,,
é¿êî,1960,CY,E31 ,4,0,35749,27994,,,,208.3,166.8,41.5,24.1,,,,,
é¿êî,1960,CY,E31 ,5,0,24337,20135,,,,214.8,182.1,32.7,24.2,,,,,
é¿êî,1960,CY,E31 ,7,0,19319,16982,,,,218.0,188.8,29.2,24.2,,,,,
é¿êî,1960,CY,F   ,0,0,36178,27509,,,8669,182.5,167.9,14.6,23.9,,,,,
é¿êî,1960,CY,F   ,4,0,41673,31378,,,,183.9,167.6,16.3,24.0,,,,,
é¿êî,1960,CY,F   ,5,0,35444,27031,,,,180.8,166.4,14.4,23.9,,,,,
é¿êî,1960,CY,F   ,7,0,33641,25643,,,,185.5,171.8,13.7,24.0,,,,,
é¿êî,1961,CY,C   ,0,0,28555,23839,,,4716,192.0,168.6,23.4,22.7,,,,,
é¿êî,1961,CY,C   ,4,0,31519,26079,,,,191.7,166.5,25.2,22.6,,,,,
é¿êî,1961,CY,C   ,5,0,24257,20525,,,,192.9,170.3,22.6,22.9,,,,,
é¿êî,1961,CY,C   ,7,0,20832,18160,,,,191.0,177.1,13.9,23.2,,,,,
é¿êî,1961,CY,D   ,0,0,24306,20402,,,3904,211.2,187.2,24.0,24.2,,,,,
é¿êî,1961,CY,D   ,4,0,29033,22552,,,,217.1,184.7,32.4,23.8,,,,,
é¿êî,1961,CY,D   ,5,0,24034,20404,,,,209.8,185.0,24.8,23.9,,,,,
é¿êî,1961,CY,D   ,7,0,22596,19493,,,,210.0,190.1,19.9,24.5,,,,,
é¿êî,1961,CY,E   ,0,0,24786,19725,,,5061,203.4,179.4,24.0,23.8,,,,,
é¿êî,1961,CY,E   ,4,0,30712,23610,,,,197.6,171.7,25.9,23.8,,,,,
é¿êî,1961,CY,E   ,5,0,22893,18196,,,,204.5,181.6,22.9,23.8,,,,,
é¿êî,1961,CY,E   ,7,0,18961,16306,,,,210.0,187.0,23.0,23.8,,,,,
é¿êî,1961,CY,E12 ,0,0,16905,14483,,,2422,205.2,184.3,20.9,23.5,,,,,
é¿êî,1961,CY,E12 ,4,0,23336,18598,,,,213.2,179.8,33.4,23.4,,,,,
é¿êî,1961,CY,E12 ,5,0,18560,15537,,,,212.5,183.6,28.9,23.4,,,,,
é¿êî,1961,CY,E12 ,7,0,15703,13714,,,,201.6,185.0,16.6,23.6,,,,,
é¿êî,1961,CY,E13 ,0,0,18465,16002,,,2463,209.8,187.2,22.6,23.9,,,,,
é¿êî,1961,CY,E13 ,4,0,19299,16036,,,,201.2,178.6,22.6,23.7,,,,,
é¿êî,1961,CY,E13 ,5,0,18681,15703,,,,209.3,186.0,23.3,23.6,,,,,
é¿êî,1961,CY,E13 ,7,0,18163,16226,,,,211.4,189.3,22.1,24.0,,,,,
é¿êî,1961,CY,E14 ,0,0,26124,21269,,,4855,205.2,177.8,27.4,24.0,,,,,
é¿êî,1961,CY,E14 ,4,0,37372,29761,,,,194.5,166.2,28.3,24.3,,,,,
é¿êî,1961,CY,E14 ,5,0,23592,19179,,,,207.6,180.9,26.7,24.0,,,,,
é¿êî,1961,CY,E14 ,7,0,17530,14960,,,,213.3,186.0,27.3,23.7,,,,,
é¿êî,1961,CY,E19 ,0,0,19004,15282,,,3722,199.8,181.1,18.7,23.4,,,,,
é¿êî,1961,CY,E19 ,4,0,19569,15365,,,,196.7,179.6,17.1,23.5,,,,,
é¿êî,1961,CY,E19 ,5,0,18582,15161,,,,202.6,182.3,20.3,23.2,,,,,
é¿êî,1961,CY,E19 ,7,0,17160,15197,,,,208.1,185.6,22.5,23.5,,,,,
é¿êî,1961,CY,E21 ,0,0,24585,20039,,,4546,201.8,176.9,24.9,23.8,,,,,
é¿êî,1961,CY,E21 ,4,0,32974,25976,,,,196.5,167.3,29.2,24.0,,,,,
é¿êî,1961,CY,E21 ,5,0,24948,20006,,,,205.4,177.9,27.5,23.8,,,,,
é¿êî,1961,CY,E21 ,7,0,17850,15711,,,,201.1,182.5,18.6,23.6,,,,,
é¿êî,1961,CY,E22 ,0,0,37176,29347,,,7829,208.2,171.1,37.1,24.2,,,,,
é¿êî,1961,CY,E22 ,4,0,41539,32394,,,,207.4,166.9,40.5,24.5,,,,,
é¿êî,1961,CY,E22 ,5,0,30491,24237,,,,209.8,176.9,32.9,23.9,,,,,
é¿êî,1961,CY,E22 ,7,0,27741,23524,,,,209.6,180.5,29.1,23.3,,,,,
é¿êî,1961,CY,E23 ,0,0,31126,24374,,,6752,204.6,171.7,32.9,23.9,,,,,
é¿êî,1961,CY,E23 ,4,0,33991,26503,,,,203.9,167.0,36.9,24.2,,,,,
é¿êî,1961,CY,E23 ,5,0,29509,22963,,,,204.2,174.3,29.9,23.9,,,,,
é¿êî,1961,CY,E23 ,7,0,24220,19628,,,,207.6,183.2,24.4,23.3,,,,,
é¿êî,1961,CY,E24 ,0,0,22818,18769,,,4049,211.1,183.8,27.3,23.6,,,,,
é¿êî,1961,CY,E24 ,4,0,28863,22225,,,,206.8,176.8,30.0,23.5,,,,,
é¿êî,1961,CY,E24 ,5,0,24262,19494,,,,211.4,183.3,28.1,23.7,,,,,
é¿êî,1961,CY,E24 ,7,0,20274,17461,,,,211.7,185.6,26.1,23.6,,,,,
é¿êî,1961,CY,E31 ,0,0,32044,25244,,,6800,207.9,171.6,36.3,23.9,,,,,
é¿êî,1961,CY,E31 ,4,0,37389,28817,,,,204.6,165.4,39.2,23.9,,,,,
é¿êî,1961,CY,E31 ,5,0,24434,19852,,,,212.0,179.5,32.5,23.8,,,,,
é¿êî,1961,CY,E31 ,7,0,21678,19035,,,,215.1,185.0,30.1,23.9,,,,,
é¿êî,1961,CY,F   ,0,0,39894,29452,,,10442,182.8,167.5,15.3,23.7,,,,,
é¿êî,1961,CY,F   ,4,0,45102,32984,,,,182.5,166.6,15.9,23.9,,,,,
é¿êî,1961,CY,F   ,5,0,39331,29070,,,,182.0,166.9,15.1,23.7,,,,,
é¿êî,1961,CY,F   ,7,0,37082,27546,,,,184.8,169.3,15.5,23.8,,,,,
é¿êî,1962,CY,C   ,0,0,31114,26273,,,4841,191.7,167.8,23.9,22.7,,,,,
é¿êî,1962,CY,C   ,4,0,34177,28667,,,,191.6,165.6,26.0,22.5,,,,,
é¿êî,1962,CY,C   ,5,0,27080,23074,,,,193.6,169.5,24.1,22.9,,,,,
é¿êî,1962,CY,C   ,7,0,23699,20779,,,,188.7,175.6,13.1,23.0,,,,,
é¿êî,1962,CY,D   ,0,0,27724,23325,,,4399,209.9,187.5,22.4,24.1,,,,,
é¿êî,1962,CY,D   ,4,0,33065,26055,,,,216.4,185.8,30.6,23.9,,,,,
é¿êî,1962,CY,D   ,5,0,27588,23298,,,,209.3,185.8,23.5,24.0,,,,,
é¿êî,1962,CY,D   ,7,0,25598,22183,,,,207.6,189.6,18.0,24.4,,,,,
é¿êî,1962,CY,E   ,0,0,27256,21783,,,5473,198.4,178.8,19.6,23.8,,,,,
é¿êî,1962,CY,E   ,4,0,32643,25239,,,,192.6,171.8,20.8,23.8,,,,,
é¿êî,1962,CY,E   ,5,0,25339,20264,,,,199.6,181.0,18.6,23.7,,,,,
é¿êî,1962,CY,E   ,7,0,21772,18630,,,,205.3,186.1,19.2,23.7,,,,,
é¿êî,1962,CY,E12 ,0,0,19805,16980,,,2825,200.9,182.6,18.3,23.4,,,,,
é¿êî,1962,CY,E12 ,4,0,27376,21466,,,,205.6,171.9,33.7,23.3,,,,,
é¿êî,1962,CY,E12 ,5,0,22352,18443,,,,208.4,181.9,26.5,23.4,,,,,
é¿êî,1962,CY,E12 ,7,0,18157,16017,,,,197.5,183.8,13.7,23.4,,,,,
é¿êî,1962,CY,E13 ,0,0,21373,18205,,,3168,205.4,186.1,19.3,23.7,,,,,
é¿êî,1962,CY,E13 ,4,0,21228,17006,,,,199.0,179.6,19.4,23.8,,,,,
é¿êî,1962,CY,E13 ,5,0,21378,17756,,,,202.7,184.1,18.6,23.5,,,,,
é¿êî,1962,CY,E13 ,7,0,21381,18713,,,,208.4,188.5,19.9,24.8,,,,,
é¿êî,1962,CY,E14 ,0,0,28467,23104,,,5363,199.0,176.3,22.7,23.9,,,,,
é¿êî,1962,CY,E14 ,4,0,38599,30967,,,,189.1,164.5,24.6,24.1,,,,,
é¿êî,1962,CY,E14 ,5,0,26584,21276,,,,201.6,180.1,21.5,24.0,,,,,
é¿êî,1962,CY,E14 ,7,0,19937,16926,,,,206.7,184.4,22.3,23.6,,,,,
é¿êî,1962,CY,E19 ,0,0,21523,17418,,,4105,196.8,180.7,16.1,23.4,,,,,
é¿êî,1962,CY,E19 ,4,0,22120,17520,,,,194.3,179.7,14.6,23.6,,,,,
é¿êî,1962,CY,E19 ,5,0,21354,17486,,,,199.8,181.5,18.3,23.2,,,,,
é¿êî,1962,CY,E19 ,7,0,19150,16738,,,,202.1,183.7,18.4,23.3,,,,,
é¿êî,1962,CY,E21 ,0,0,27696,22358,,,5338,197.1,176.2,20.9,23.6,,,,,
é¿êî,1962,CY,E21 ,4,0,35741,27663,,,,190.5,167.0,23.5,23.8,,,,,
é¿êî,1962,CY,E21 ,5,0,27799,22225,,,,200.4,177.4,23.0,23.7,,,,,
é¿êî,1962,CY,E21 ,7,0,21287,18366,,,,197.9,181.9,16.0,23.5,,,,,
é¿êî,1962,CY,E22 ,0,0,38562,31158,,,7404,198.3,170.2,28.1,24.0,,,,,
é¿êî,1962,CY,E22 ,4,0,42263,33834,,,,196.0,166.0,30.0,24.3,,,,,
é¿êî,1962,CY,E22 ,5,0,31928,26040,,,,203.2,177.2,26.0,23.7,,,,,
é¿êî,1962,CY,E22 ,7,0,30315,25834,,,,201.8,179.8,22.0,23.2,,,,,
é¿êî,1962,CY,E23 ,0,0,32880,26021,,,6859,196.8,170.6,26.2,23.8,,,,,
é¿êî,1962,CY,E23 ,4,0,35614,27913,,,,195.1,166.3,28.8,24.0,,,,,
é¿êî,1962,CY,E23 ,5,0,30967,24880,,,,196.2,172.2,24.0,23.6,,,,,
é¿êî,1962,CY,E23 ,7,0,26760,21376,,,,203.9,182.7,21.2,23.3,,,,,
é¿êî,1962,CY,E24 ,0,0,25297,20933,,,4364,205.0,182.7,22.3,23.5,,,,,
é¿êî,1962,CY,E24 ,4,0,32163,24791,,,,200.5,174.5,26.0,23.5,,,,,
é¿êî,1962,CY,E24 ,5,0,25836,21183,,,,204.4,182.7,21.7,23.6,,,,,
é¿êî,1962,CY,E24 ,7,0,21817,19626,,,,207.1,185.1,22.0,23.5,,,,,
é¿êî,1962,CY,E31 ,0,0,34447,26750,,,7697,199.9,170.8,29.1,23.6,,,,,
é¿êî,1962,CY,E31 ,4,0,39210,29805,,,,196.9,165.4,31.5,23.7,,,,,
é¿êî,1962,CY,E31 ,5,0,26576,21475,,,,203.0,178.0,25.0,23.5,,,,,
é¿êî,1962,CY,E31 ,7,0,25483,21627,,,,209.4,184.7,24.7,23.7,,,,,
é¿êî,1962,CY,F   ,0,0,44235,32332,,,11903,181.7,167.5,14.2,23.8,,,,,
é¿êî,1962,CY,F   ,4,0,49961,36042,,,,182.4,166.9,15.5,24.0,,,,,
é¿êî,1962,CY,F   ,5,0,43420,31785,,,,181.2,167.2,14.0,23.7,,,,,
é¿êî,1962,CY,F   ,7,0,41282,30403,,,,182.1,168.5,13.6,23.8,,,,,
é¿êî,1963,CY,C   ,0,0,33858,28533,,,5325,194.6,169.0,25.6,22.9,,,,,
é¿êî,1963,CY,C   ,4,0,36425,30684,,,,194.9,167.6,27.3,22.8,,,,,
é¿êî,1963,CY,C   ,5,0,30580,25695,,,,196.8,170.3,26.5,23.2,,,,,
é¿êî,1963,CY,C   ,7,0,27502,23380,,,,188.7,173.6,15.1,22.9,,,,,
é¿êî,1963,CY,D   ,0,0,31636,26104,,,5532,207.8,186.4,21.4,24.1,,,,,
é¿êî,1963,CY,D   ,4,0,37960,29414,,,,215.5,185.0,30.5,24.0,,,,,
é¿êî,1963,CY,D   ,5,0,31013,25638,,,,207.4,185.2,22.2,23.9,,,,,
é¿êî,1963,CY,D   ,7,0,29438,24996,,,,204.6,187.7,16.9,24.3,,,,,
é¿êî,1963,CY,E   ,0,0,30204,23987,,,6217,196.9,177.6,19.3,23.6,,,,,
é¿êî,1963,CY,E   ,4,0,35745,27432,,,,190.8,170.2,20.6,23.6,,,,,
é¿êî,1963,CY,E   ,5,0,28299,22472,,,,198.5,179.9,18.6,23.6,,,,,
é¿êî,1963,CY,E   ,7,0,24587,20940,,,,203.8,185.3,18.5,23.7,,,,,
é¿êî,1963,CY,E12 ,0,0,22724,19117,,,3607,200.0,181.5,18.5,23.3,,,,,
é¿êî,1963,CY,E12 ,4,0,31751,24954,,,,205.3,170.8,34.5,23.4,,,,,
é¿êî,1963,CY,E12 ,5,0,25423,20706,,,,208.4,181.5,26.9,23.5,,,,,
é¿êî,1963,CY,E12 ,7,0,20732,17910,,,,195.9,182.5,13.4,23.2,,,,,
é¿êî,1963,CY,E13 ,0,0,24364,20610,,,3754,204.5,185.6,18.9,23.6,,,,,
é¿êî,1963,CY,E13 ,4,0,23968,19081,,,,195.3,177.2,18.1,23.4,,,,,
é¿êî,1963,CY,E13 ,5,0,24161,19474,,,,201.4,183.9,17.5,23.5,,,,,
é¿êî,1963,CY,E13 ,7,0,24561,21575,,,,207.8,187.8,20.0,23.8,,,,,
é¿êî,1963,CY,E14 ,0,0,31563,25649,,,5914,197.5,175.3,22.2,23.8,,,,,
é¿êî,1963,CY,E14 ,4,0,42149,33534,,,,187.8,163.3,24.5,23.9,,,,,
é¿êî,1963,CY,E14 ,5,0,29142,23589,,,,199.7,178.9,20.8,24.0,,,,,
é¿êî,1963,CY,E14 ,7,0,23096,19636,,,,205.1,183.7,21.4,23.5,,,,,
é¿êî,1963,CY,E19 ,0,0,24359,19590,,,4769,194.4,179.0,15.4,23.2,,,,,
é¿êî,1963,CY,E19 ,4,0,24805,19541,,,,191.0,177.4,13.6,23.3,,,,,
é¿êî,1963,CY,E19 ,5,0,24241,19723,,,,198.6,180.6,18.0,23.1,,,,,
é¿êî,1963,CY,E19 ,7,0,22685,19516,,,,200.4,182.7,17.7,23.2,,,,,
é¿êî,1963,CY,E21 ,0,0,30678,24772,,,5906,195.2,174.7,20.5,23.5,,,,,
é¿êî,1963,CY,E21 ,4,0,38896,30263,,,,188.4,165.9,22.5,23.7,,,,,
é¿êî,1963,CY,E21 ,5,0,31282,25010,,,,198.6,175.3,23.3,23.5,,,,,
é¿êî,1963,CY,E21 ,7,0,23642,20301,,,,196.0,180.7,15.3,23.3,,,,,
é¿êî,1963,CY,E22 ,0,0,41854,33865,,,7989,198.2,169.7,28.5,24.0,,,,,
é¿êî,1963,CY,E22 ,4,0,45238,36234,,,,195.3,165.6,29.7,24.2,,,,,
é¿êî,1963,CY,E22 ,5,0,36173,29497,,,,205.1,176.5,28.6,23.7,,,,,
é¿êî,1963,CY,E22 ,7,0,33428,28650,,,,202.6,180.4,22.2,23.4,,,,,
é¿êî,1963,CY,E23 ,0,0,36574,28881,,,7693,196.8,169.5,27.3,23.7,,,,,
é¿êî,1963,CY,E23 ,4,0,38793,30710,,,,194.4,164.7,29.7,23.9,,,,,
é¿êî,1963,CY,E23 ,5,0,35738,27772,,,,197.0,171.3,25.7,23.5,,,,,
é¿êî,1963,CY,E23 ,7,0,30087,24591,,,,205.0,183.4,21.6,23.5,,,,,
é¿êî,1963,CY,E24 ,0,0,28537,23535,,,5002,205.4,181.7,23.7,23.5,,,,,
é¿êî,1963,CY,E24 ,4,0,36384,27979,,,,200.0,173.1,26.9,23.5,,,,,
é¿êî,1963,CY,E24 ,5,0,29199,23548,,,,204.6,181.6,23.0,23.6,,,,,
é¿êî,1963,CY,E24 ,7,0,25551,22256,,,,207.6,184.1,23.5,23.5,,,,,
é¿êî,1963,CY,E31 ,0,0,38167,29444,,,8723,199.6,169.6,30.0,23.5,,,,,
é¿êî,1963,CY,E31 ,4,0,42953,32388,,,,196.1,163.9,32.2,23.5,,,,,
é¿êî,1963,CY,E31 ,5,0,29509,23795,,,,204.2,178.0,26.2,23.4,,,,,
é¿êî,1963,CY,E31 ,7,0,28721,24358,,,,209.5,183.9,25.6,23.6,,,,,
é¿êî,1963,CY,F   ,0,0,48588,35562,,,13026,179.7,166.0,13.7,23.7,,,,,
é¿êî,1963,CY,F   ,4,0,54316,39471,,,,180.6,166.1,14.5,23.9,,,,,
é¿êî,1963,CY,F   ,5,0,47682,34973,,,,178.9,165.4,13.5,23.6,,,,,
é¿êî,1963,CY,F   ,7,0,45329,33279,,,,180.7,167.0,13.7,23.8,,,,,
é¿êî,1964,CY,C   ,0,0,37549,31064,,,6485,196.3,169.2,27.1,23.0,,,,,
é¿êî,1964,CY,C   ,4,0,41163,33636,,,,198.9,168.2,30.7,23.0,,,,,
é¿êî,1964,CY,C   ,5,0,35898,29987,,,,190.9,167.9,23.0,23.0,,,,,
é¿êî,1964,CY,C   ,7,0,28915,25234,,,,196.7,176.8,19.9,23.2,,,,,
é¿êî,1964,CY,D   ,0,0,35114,29220,,,5894,204.7,182.8,21.9,23.7,,,,,
é¿êî,1964,CY,D   ,4,0,41914,32486,,,,213.0,182.1,30.9,23.7,,,,,
é¿êî,1964,CY,D   ,5,0,34678,28804,,,,202.5,181.6,20.9,23.5,,,,,
é¿êî,1964,CY,D   ,7,0,31635,27770,,,,202.1,184.7,17.4,23.0,,,,,
é¿êî,1964,CY,E   ,0,0,33089,26390,,,6699,195.7,176.1,19.6,23.5,,,,,
é¿êî,1964,CY,E   ,4,0,39195,30159,,,,191.0,169.0,22.0,23.4,,,,,
é¿êî,1964,CY,E   ,5,0,30956,24764,,,,196.2,177.7,18.5,23.5,,,,,
é¿êî,1964,CY,E   ,7,0,27255,23196,,,,200.6,183.0,17.6,23.5,,,,,
é¿êî,1964,CY,E12 ,0,0,25053,21130,,,3923,198.1,180.4,17.7,23.3,,,,,
é¿êî,1964,CY,E12 ,4,0,32222,25537,,,,201.6,170.7,30.9,23.2,,,,,
é¿êî,1964,CY,E12 ,5,0,27728,22647,,,,205.5,180.7,24.8,23.4,,,,,
é¿êî,1964,CY,E12 ,7,0,22787,19830,,,,193.8,181.4,12.4,23.1,,,,,
é¿êî,1964,CY,E13 ,0,0,26233,22267,,,3966,198.8,183.1,15.7,23.4,,,,,
é¿êî,1964,CY,E13 ,4,0,28265,22294,,,,191.9,176.2,15.7,23.0,,,,,
é¿êî,1964,CY,E13 ,5,0,26711,21660,,,,195.9,180.9,15.0,23.3,,,,,
é¿êî,1964,CY,E13 ,7,0,25494,22779,,,,202.3,186.1,16.2,23.6,,,,,
é¿êî,1964,CY,E14 ,0,0,34457,27791,,,6666,197.5,176.4,21.1,23.9,,,,,
é¿êî,1964,CY,E14 ,4,0,46187,36361,,,,189.5,163.8,25.7,23.9,,,,,
é¿êî,1964,CY,E14 ,5,0,31812,25492,,,,199.0,179.0,20.0,24.0,,,,,
é¿êî,1964,CY,E14 ,7,0,26366,22402,,,,203.1,185.3,17.8,23.6,,,,,
é¿êî,1964,CY,E19 ,0,0,28661,22857,,,5804,192.6,177.3,15.3,23.2,,,,,
é¿êî,1964,CY,E19 ,4,0,29090,22696,,,,188.9,175.2,13.7,23.3,,,,,
é¿êî,1964,CY,E19 ,5,0,27824,22509,,,,195.7,179.7,16.0,23.1,,,,,
é¿êî,1964,CY,E19 ,7,0,28417,24425,,,,204.4,181.9,22.5,23.0,,,,,
é¿êî,1964,CY,E21 ,0,0,33901,27328,,,6573,195.2,173.4,21.8,23.4,,,,,
é¿êî,1964,CY,E21 ,4,0,41800,32302,,,,188.1,165.5,22.6,23.6,,,,,
é¿êî,1964,CY,E21 ,5,0,34592,27575,,,,198.6,173.8,24.8,23.4,,,,,
é¿êî,1964,CY,E21 ,7,0,26950,23172,,,,196.8,179.1,17.7,23.3,,,,,
é¿êî,1964,CY,E22 ,0,0,45714,37294,,,8420,198.9,168.4,30.5,23.8,,,,,
é¿êî,1964,CY,E22 ,4,0,50493,40787,,,,196.6,164.3,32.3,24.0,,,,,
é¿êî,1964,CY,E22 ,5,0,38800,31750,,,,203.1,172.2,30.9,23.5,,,,,
é¿êî,1964,CY,E22 ,7,0,35573,30731,,,,202.4,179.8,22.6,23.2,,,,,
é¿êî,1964,CY,E23 ,0,0,39164,31179,,,7985,199.5,170.4,29.1,23.7,,,,,
é¿êî,1964,CY,E23 ,4,0,42698,33447,,,,198.0,165.3,32.7,23.7,,,,,
é¿êî,1964,CY,E23 ,5,0,36299,29295,,,,197.9,170.7,27.2,23.5,,,,,
é¿êî,1964,CY,E23 ,7,0,33728,27759,,,,207.1,184.9,22.2,23.6,,,,,
é¿êî,1964,CY,E24 ,0,0,32199,26553,,,5646,201.8,178.4,23.4,23.3,,,,,
é¿êî,1964,CY,E24 ,4,0,39190,29905,,,,195.9,170.3,25.6,23.3,,,,,
é¿êî,1964,CY,E24 ,5,0,33171,26906,,,,201.3,177.2,24.1,23.3,,,,,
é¿êî,1964,CY,E24 ,7,0,29629,25443,,,,203.6,181.4,22.2,23.4,,,,,
é¿êî,1964,CY,E31 ,0,0,41249,32043,,,9206,200.8,168.9,31.9,23.4,,,,,
é¿êî,1964,CY,E31 ,4,0,46121,35015,,,,198.9,163.6,35.3,23.4,,,,,
é¿êî,1964,CY,E31 ,5,0,32838,26665,,,,203.2,177.4,25.8,23.3,,,,,
é¿êî,1964,CY,E31 ,7,0,29726,25607,,,,206.9,182.1,24.8,23.6,,,,,
é¿êî,1964,CY,F   ,0,0,53712,39041,,,14671,178.6,165.0,13.6,23.7,,,,,
é¿êî,1964,CY,F   ,4,0,59803,43066,,,,179.1,164.8,14.3,23.7,,,,,
é¿êî,1964,CY,F   ,5,0,52708,38296,,,,177.8,164.7,13.1,23.6,,,,,
é¿êî,1964,CY,F   ,7,0,50574,37156,,,,180.0,166.1,13.9,23.7,,,,,
é¿êî,1965,CY,C   ,0,0,41650,34409,,,7241,194.7,167.9,26.8,22.9,,,,,
é¿êî,1965,CY,C   ,4,0,44855,36775,,,,197.4,166.5,30.9,22.8,,,,,
é¿êî,1965,CY,C   ,5,0,39982,32758,,,,189.5,166.6,22.9,22.8,,,,,
é¿êî,1965,CY,C   ,7,0,31914,28107,,,,193.9,176.0,17.9,23.1,,,,,
é¿êî,1965,CY,D   ,0,0,39439,32624,,,6815,204.6,184.5,20.1,23.9,,,,,
é¿êî,1965,CY,D   ,4,0,47783,36382,,,,211.9,184.0,27.9,24.0,,,,,
é¿êî,1965,CY,D   ,5,0,39195,32171,,,,202.9,183.5,19.4,23.8,,,,,
