éÌï ,îN,åé,éYã∆ï™óﬁ,ãKñÕ,èAã∆å`ë‘,åªã‡ããó^ëçäz,Ç´Ç‹Ç¡ÇƒéxããÇ∑ÇÈããó^,èäíËì‡ããó^,èäíËäOããó^,ì¡ï ããó^,ëçé¿òJì≠éûä‘,èäíËì‡òJì≠éûä‘,èäíËäOòJì≠éûä‘,èoãŒì˙êî,ëOåéññòJì≠é“êî,ëùâ¡òJì≠é“êî,å∏è≠òJì≠é“êî,ñ{åéññòJì≠é“êî,ÉpÅ[ÉgÉ^ÉCÉÄòJì≠é“êî
é¿êî,2013,07,H43 ,T,0,286967,228652,191758,36894,58315,184.4,158.5,25.9,20.6,506501,7052,7923,505630,73691
é¿êî,2013,07,H44 ,0,0,373297,267581,222743,44838,105716,186.6,152.1,34.5,21.0,1033272,18677,18204,1033745,243334
é¿êî,2013,07,H44 ,T,0,358485,268586,225389,43197,89899,189.9,157.0,32.9,21.4,1616165,24944,24285,1616824,322705
é¿êî,2013,07,I   ,0,0,380456,251238,238032,13206,129218,143.4,135.7,7.7,19.8,3985994,65489,62917,3988566,1653747
é¿êî,2013,07,I   ,0,1,571847,357703,336663,21040,214144,170.8,159.4,11.4,20.7,2341439,28961,35019,2334819,
é¿êî,2013,07,I   ,0,2,109108,100295,98195,2100,8813,104.5,102.1,2.4,18.4,1644555,36528,27898,1653747,
é¿êî,2013,07,I   ,4,0,630819,365732,346991,18741,265087,151.8,143.9,7.9,19.8,455883,4480,6172,454191,95086
é¿êî,2013,07,I   ,4,1,764090,431311,408364,22947,332779,164.1,154.7,9.4,20.5,361393,2576,4858,359105,
é¿êî,2013,07,I   ,4,2,124314,116494,113740,2754,7820,105.1,102.9,2.2,17.3,94490,1904,1314,95086,
é¿êî,2013,07,I   ,5,0,367768,246642,234446,12196,121126,140.8,134.0,6.8,19.6,1394586,17648,18170,1394064,608791
é¿êî,2013,07,I   ,5,1,561388,355737,335751,19986,205651,167.1,156.8,10.3,20.4,788957,6840,10506,785273,
é¿êî,2013,07,I   ,5,2,116781,105223,103126,2097,11558,106.9,104.5,2.4,18.5,605629,10808,7664,608791,
é¿êî,2013,07,I   ,7,0,335444,229867,217179,12688,105577,143.2,135.0,8.2,19.9,2135525,43361,38575,2140311,949870
é¿êî,2013,07,I   ,7,1,520599,336734,315574,21160,183865,175.3,162.5,12.8,21.0,1191089,19545,19655,1190441,
é¿êî,2013,07,I   ,7,2,102667,95514,93477,2037,7153,103.0,100.5,2.5,18.5,944436,23816,18920,949870,
é¿êî,2013,07,I   ,9,0,305014,208402,199475,8927,96612,139.4,132.9,6.5,19.3,4707032,92972,91132,4708872,2023628
é¿êî,2013,07,I   ,9,1,467008,301608,287580,14028,165400,175.9,166.1,9.8,21.7,2687443,36118,37867,2685244,
é¿êî,2013,07,I   ,9,2,89756,84549,82400,2149,5207,91.0,88.8,2.2,16.1,2019589,56854,53265,2023628,
é¿êî,2013,07,I   ,T,0,339609,228045,217156,10889,111564,141.2,134.2,7.0,19.5,8693026,158461,154049,8697438,3677375
é¿êî,2013,07,I   ,T,1,515794,327712,310421,17291,188082,173.4,162.9,10.5,21.3,5028882,65079,72886,5020063,
é¿êî,2013,07,I   ,T,2,98450,91623,89496,2127,6827,97.1,94.8,2.3,17.1,3664144,93382,81163,3677375,
é¿êî,2013,07,I-1 ,0,0,571880,364414,343335,21079,207466,163.6,152.8,10.8,20.4,1482025,14633,21187,1475471,155362
é¿êî,2013,07,I-1 ,T,0,516462,330162,314025,16137,186300,163.3,154.3,9.0,20.7,2953390,39131,38377,2954144,364957
é¿êî,2013,07,I-2 ,0,0,267615,184523,175958,8565,83092,131.4,125.6,5.8,19.4,2503969,50856,41730,2513095,1498385
é¿êî,2013,07,I-2 ,T,0,248625,175510,167320,8190,73115,129.8,123.8,6.0,18.9,5739636,119330,115672,5743294,3312418
é¿êî,2013,07,I51 ,0,0,330506,244459,235669,8790,86047,149.1,143.6,5.5,19.9,113710,733,1497,112946,29178
é¿êî,2013,07,I51 ,T,0,395269,258067,251576,6491,137202,154.5,150.1,4.4,20.3,201400,1877,2053,201224,46436
é¿êî,2013,07,I52 ,0,0,399979,289615,269627,19988,110364,162.6,149.1,13.5,20.7,321979,4829,4877,321931,81340
é¿êî,2013,07,I52 ,T,0,366167,261916,247379,14537,104251,159.8,149.3,10.5,21.0,637098,12350,8776,640672,176446
é¿êî,2013,07,I54 ,0,0,583638,391899,367861,24038,191739,169.2,156.4,12.8,20.5,433784,3259,5020,432023,10656
é¿êî,2013,07,I54 ,T,0,551792,358432,338783,19649,193360,168.4,157.5,10.9,20.8,875271,8846,9358,874759,44317
é¿êî,2013,07,I56 ,0,0,255307,179376,172929,6447,75931,127.7,124.0,3.7,19.0,514869,7210,5483,516596,330084
é¿êî,2013,07,I56 ,T,0,252363,177956,171505,6451,74407,127.4,123.6,3.8,19.0,528029,7568,6029,529568,340541
é¿êî,2013,07,I57 ,0,0,433403,235458,224447,11011,197945,165.8,159.6,6.2,18.3,140573,7676,2733,145516,65703
é¿êî,2013,07,I57 ,T,0,299799,198820,190460,8360,100979,150.4,144.6,5.8,18.9,428325,16142,10083,434384,222057
é¿êî,2013,07,I58 ,0,0,238053,162257,155011,7246,75796,126.7,120.7,6.0,19.4,1069305,25695,18889,1076111,705530
é¿êî,2013,07,I58 ,T,0,177214,132036,126175,5861,45178,115.5,110.2,5.3,17.8,2354046,63155,53394,2363807,1686982
é¿êî,2013,07,I59 ,0,0,496469,303804,283020,20784,192665,163.4,150.9,12.5,20.4,201948,2682,4605,200025,41022
é¿êî,2013,07,I59 ,T,0,496074,296892,277904,18988,199182,171.8,159.9,11.9,21.3,662152,5985,8458,659679,84648
é¿êî,2013,07,J   ,0,0,460652,377926,350534,27392,82726,156.5,142.7,13.8,19.5,871791,17356,21806,867341,112327
é¿êî,2013,07,J   ,0,1,509275,415218,384308,30910,94057,164.4,149.0,15.4,20.0,759823,14964,19787,755014,
é¿êî,2013,07,J   ,0,2,132268,126067,122439,3628,6201,103.5,100.6,2.9,16.1,111968,2392,2019,112327,
é¿êî,2013,07,J   ,4,0,569218,464235,429298,34937,104983,160.9,144.0,16.9,19.9,231258,7559,9004,229813,26999
é¿êî,2013,07,J   ,4,1,624464,506367,467323,39044,118097,166.8,148.0,18.8,20.1,204467,6676,8331,202814,
é¿êî,2013,07,J   ,4,2,150908,145221,141381,3840,5687,117.0,114.0,3.0,17.8,26791,883,673,26999,
é¿êî,2013,07,J   ,5,0,478050,373552,349096,24456,104498,154.8,141.8,13.0,19.4,230544,2958,5963,227539,32085
é¿êî,2013,07,J   ,5,1,534103,413590,385587,28003,120513,162.9,148.2,14.7,19.9,198137,2481,5176,195454,
é¿êî,2013,07,J   ,5,2,135963,129204,126398,2806,6759,105.4,103.0,2.4,16.1,32407,477,787,32085,
é¿êî,2013,07,J   ,7,0,389888,331839,307050,24789,58049,155.1,142.5,12.6,19.3,409989,6839,6839,409989,53243
é¿êî,2013,07,J   ,7,1,429879,364120,336247,27873,65759,163.9,149.9,14.0,19.9,357219,5807,6280,356746,
é¿êî,2013,07,J   ,7,2,120562,114439,110418,4021,6123,95.5,92.4,3.1,15.3,52770,1032,559,53243,
é¿êî,2013,07,J   ,9,0,418637,315253,294871,20382,103384,158.3,147.5,10.8,20.1,551125,11261,13836,548550,62555
é¿êî,2013,07,J   ,9,1,455288,340221,317550,22671,115067,164.9,153.0,11.9,20.4,488239,10298,12541,485995,
é¿êî,2013,07,J   ,9,2,133994,121345,118735,2610,12649,107.2,105.0,2.2,17.2,62886,963,1295,62555,
é¿êî,2013,07,J   ,T,0,444378,353649,328973,24676,90729,157.2,144.6,12.6,19.7,1422916,28617,35642,1415891,174882
é¿êî,2013,07,J   ,T,1,488144,385864,358179,27685,102280,164.5,150.5,14.0,20.1,1248062,25262,32328,1241009,
é¿êî,2013,07,J   ,T,2,132887,124373,121110,3263,8514,104.9,102.2,2.7,16.5,174854,3355,3314,174882,
é¿êî,2013,07,J62 ,0,0,448408,369980,333017,36963,78428,154.8,139.6,15.2,19.1,274333,8290,9978,272645,59654
é¿êî,2013,07,J62 ,T,0,425919,348754,314500,34254,77165,156.4,141.7,14.7,19.3,435152,11574,14676,432050,89761
é¿êî,2013,07,J63 ,0,0,509152,369082,349214,19868,140070,163.2,152.9,10.3,20.4,61521,1016,1065,61472,5254
é¿êî,2013,07,J63 ,T,0,465778,330873,311194,19679,134905,165.9,155.2,10.7,20.6,179566,2739,3075,179230,14246
é¿êî,2013,07,J64 ,0,0,486686,367157,335863,31294,119529,154.9,139.8,15.1,18.1,91980,1151,1463,91668,13827
é¿êî,2013,07,J64 ,T,0,490950,370999,335544,35455,119951,159.7,142.8,16.9,18.5,116034,1754,2086,115702,16315
é¿êî,2013,07,J65 ,0,0,549151,530278,489084,41194,18873,176.8,154.4,22.4,20.6,66179,1055,1172,66062,520
é¿êî,2013,07,J65 ,T,0,554209,500449,463453,36996,53760,175.7,155.5,20.2,20.7,89765,1055,1446,89374,673
é¿êî,2013,07,J67 ,0,0,449736,364335,349313,15022,85401,151.0,140.1,10.9,20.0,361412,5327,8209,358530,24714
é¿êî,2013,07,J67 ,T,0,434186,341102,328839,12263,93084,149.8,140.7,9.1,20.0,586824,11269,14515,583578,43019
é¿êî,2013,07,K   ,0,0,412044,303689,283572,20117,108355,152.4,141.7,10.7,19.8,319758,5538,4488,320808,75603
é¿êî,2013,07,K   ,0,1,508289,367702,342144,25558,140587,169.7,156.5,13.2,20.8,244408,3575,2785,245205,
é¿êî,2013,07,K   ,0,2,99877,96066,93597,2469,3811,96.2,93.7,2.5,16.8,75350,1963,1703,75603,
é¿êî,2013,07,K   ,4,0,575821,362710,337826,24884,213111,155.2,141.6,13.6,19.8,29386,379,340,29425,5440
é¿êî,2013,07,K   ,4,1,680400,422319,392255,30064,258081,167.3,151.3,16.0,20.6,23971,243,244,23985,
é¿êî,2013,07,K   ,4,2,113800,99364,97362,2002,14436,102.0,99.0,3.0,16.2,5415,136,96,5440,
é¿êî,2013,07,K   ,5,0,410808,308543,287140,21403,102265,151.3,140.8,10.5,19.6,144389,2296,1860,144825,34358
é¿êî,2013,07,K   ,5,1,506047,373080,346014,27066,132967,167.8,154.9,12.9,20.4,110446,1268,1257,110467,
é¿êî,2013,07,K   ,5,2,102764,99804,96719,3085,2960,98.1,95.4,2.7,17.4,33943,1028,603,34358,
é¿êî,2013,07,K   ,7,0,380342,287026,269138,17888,93316,152.9,142.6,10.3,20.0,145983,2863,2288,146558,35805
é¿êî,2013,07,K   ,7,1,473141,350454,327384,23070,122687,172.2,159.3,12.9,21.2,109991,2064,1284,110753,
é¿êî,2013,07,K   ,7,2,95026,92011,90058,1953,3015,93.7,91.4,2.3,16.4,35992,799,1004,35805,
é¿êî,2013,07,K   ,9,0,408528,282002,267717,14285,126526,159.7,149.9,9.8,20.3,374019,5590,6850,372759,67183
é¿êî,2013,07,K   ,9,1,477588,324420,307581,16839,153168,173.9,162.6,11.3,21.3,305580,4203,4207,305576,
é¿êî,2013,07,K   ,9,2,97321,90852,88078,2774,6469,95.7,92.6,3.1,16.1,68439,1387,2643,67183,
é¿êî,2013,07,K   ,T,0,410151,292015,275037,16978,118136,156.3,146.1,10.2,20.1,693777,11128,11338,693567,142786
é¿êî,2013,07,K   ,T,1,491243,343671,322953,20718,147572,172.0,159.9,12.1,21.1,549988,7778,6992,550781,
é¿êî,2013,07,K   ,T,2,98667,93598,90985,2613,5069,96.0,93.2,2.8,16.5,143789,3350,4346,142786,
é¿êî,2013,07,K68 ,0,0,408157,300154,279465,20689,108003,150.9,140.4,10.5,19.8,227638,4272,3048,228862,57243
é¿êî,2013,07,K68 ,T,0,423980,302861,287117,15744,121119,155.8,147.0,8.8,20.4,458893,7710,6919,459684,90530
é¿êî,2013,07,K70 ,0,0,421683,312456,293758,18698,109227,156.1,144.8,11.3,19.9,92120,1266,1440,91946,18360
é¿êî,2013,07,K70 ,T,0,383054,270762,251366,19396,112292,157.2,144.3,12.9,19.6,234884,3418,4419,233883,52256
é¿êî,2013,07,L   ,0,0,561328,391779,357241,34538,169549,169.9,153.3,16.6,20.1,806473,10501,14437,802537,48500
é¿êî,2013,07,L   ,0,1,588642,408500,371956,36544,180142,174.0,156.5,17.5,20.4,757722,8792,12477,754037,
é¿êî,2013,07,L   ,0,2,136740,131855,128504,3351,4885,106.2,103.9,2.3,16.0,48751,1709,1960,48500,
é¿êî,2013,07,L   ,4,0,790925,473122,425376,47746,317803,169.3,151.2,18.1,19.9,189778,2232,3108,188902,6761
é¿êî,2013,07,L   ,4,1,814772,485314,435988,49326,329458,172.0,153.3,18.7,20.1,183100,2039,2999,182141,
é¿êî,2013,07,L   ,4,2,142795,141754,136937,4817,1041,98.3,95.8,2.5,14.0,6678,193,109,6761,
é¿êî,2013,07,L   ,5,0,483725,373577,339609,33968,110148,169.7,153.2,16.5,20.2,326226,4078,8041,322263,17386
é¿êî,2013,07,L   ,5,1,503225,386812,351118,35694,116413,172.9,155.6,17.3,20.4,307972,3578,6674,304877,
é¿êî,2013,07,L   ,5,2,148388,145978,141678,4300,2410,114.1,111.5,2.6,16.8,18254,500,1367,17386,
é¿êî,2013,07,L   ,7,0,498395,359127,332551,26576,139268,170.3,154.7,15.6,20.2,290469,4191,3288,291372,24353
é¿êî,2013,07,L   ,7,1,531971,380835,352063,28772,151136,176.4,159.6,16.8,20.6,266650,3175,2804,267019,
é¿êî,2013,07,L   ,7,2,126432,118644,116403,2241,7788,102.6,100.5,2.1,16.0,23819,1016,484,24353,
é¿êî,2013,07,L   ,9,0,410552,295573,280418,15155,114979,160.5,148.8,11.7,20.1,505763,6822,6367,506218,71501
é¿êî,2013,07,L   ,9,1,459121,327361,310236,17125,131760,172.0,158.8,13.2,21.0,435118,4373,4773,434717,
é¿êî,2013,07,L   ,9,2,113348,101054,97957,3097,12294,89.6,87.2,2.4,14.4,70645,2449,1594,71501,
é¿êî,2013,07,L   ,T,0,503114,354634,327580,27054,148480,166.2,151.5,14.7,20.1,1312236,17323,20804,1308755,120001
é¿êî,2013,07,L   ,T,1,541337,378866,349414,29452,162471,173.2,157.3,15.9,20.6,1192840,13165,17250,1188754,
é¿êî,2013,07,L   ,T,2,122850,113566,110366,3200,9284,96.3,94.0,2.3,15.1,119396,4158,3554,120001,
é¿êî,2013,07,L71 ,0,0,670419,425609,393877,31732,244810,166.0,153.9,12.1,20.1,232979,2386,3957,231408,18639
é¿êî,2013,07,L71 ,T,0,642910,413075,383474,29601,229835,165.3,153.6,11.7,20.1,262931,2633,4449,261115,22000
é¿êî,2013,07,L72 ,0,0,638292,427366,387292,40074,210926,167.6,150.5,17.1,20.2,134739,2534,3940,133333,5917
é¿êî,2013,07,L72 ,T,0,530423,351882,329026,22856,178541,159.2,147.3,11.9,20.0,339638,4057,6239,337456,34743
é¿êî,2013,07,L73 ,0,0,504940,423044,387826,35218,81896,175.0,155.8,19.2,20.4,79073,587,669,78991,2346
é¿êî,2013,07,L73 ,T,0,481652,396966,367531,29435,84686,173.7,155.8,17.9,20.4,105523,1379,1051,105851,3571
é¿êî,2013,07,L74 ,0,0,474510,349759,315623,34136,124751,172.0,153.4,18.6,20.1,359682,4994,5871,358805,21598
é¿êî,2013,07,L74 ,T,0,430945,323429,295544,27885,107516,169.2,152.2,17.0,20.1,604144,9254,9065,604333,59687
é¿êî,2013,07,M   ,0,0,171715,146200,137408,8792,25515,112.4,105.8,6.6,16.8,1442449,62251,47685,1457015,997829
é¿êî,2013,07,M   ,0,1,372002,294630,273518,21112,77372,178.7,164.5,14.2,21.3,460227,10123,11016,459186,
é¿êî,2013,07,M   ,0,2,78714,77278,74207,3071,1436,81.6,78.6,3.0,14.7,982222,52128,36669,997829,
é¿êî,2013,07,M   ,4,0,211553,162709,152591,10118,48844,117.3,110.2,7.1,16.8,91859,3511,3828,91542,55410
é¿êî,2013,07,M   ,4,1,414649,294075,271694,22381,120574,174.8,159.7,15.1,20.9,36372,460,700,36132,
é¿êî,2013,07,M   ,4,2,78771,76823,74723,2100,1948,79.6,77.8,1.8,14.1,55487,3051,3128,55410,
é¿êî,2013,07,M   ,5,0,254097,199551,186161,13390,54546,133.6,123.9,9.7,18.1,352553,9804,8606,353751,174883
é¿êî,2013,07,M   ,5,1,409304,303733,282077,21656,105571,174.8,160.4,14.4,20.7,179533,2191,2859,178868,
é¿êî,2013,07,M   ,5,2,94206,92225,87350,4875,1981,91.1,86.3,4.8,15.4,173020,7613,5747,174883,
é¿êî,2013,07,M   ,7,0,139128,125944,118889,7055,13184,104.5,99.1,5.4,16.3,998037,48936,35251,1011722,767536
é¿êî,2013,07,M   ,7,1,338305,288033,267508,20525,50272,182.0,168.1,13.9,21.9,244322,7472,7457,244186,
é¿êî,2013,07,M   ,7,2,75167,73893,71164,2729,1274,79.6,76.9,2.7,14.6,753715,41464,27794,767536,
é¿êî,2013,07,M   ,9,0,114259,105613,101005,4608,8646,99.8,95.5,4.3,15.9,2583375,97800,95566,2585609,2076785
é¿êî,2013,07,M   ,9,1,273747,232835,219323,13512,40912,184.5,173.2,11.3,22.3,513287,13571,16741,508824,
é¿êî,2013,07,M   ,9,2,74949,74255,71842,2413,694,78.9,76.4,2.5,14.4,2070088,84229,78825,2076785,
é¿êî,2013,07,M   ,T,0,134906,120198,114087,6111,14708,104.3,99.2,5.1,16.2,4025824,160051,143251,4042624,3074614
é¿êî,2013,07,M   ,T,1,320276,262098,244987,17111,58178,181.8,169.1,12.7,21.8,973514,23694,27757,968010,
é¿êî,2013,07,M   ,T,2,76166,75232,72606,2626,934,79.8,77.1,2.7,14.5,3052310,136357,115494,3074614,
é¿êî,2013,07,M75 ,0,0,235039,204812,190762,14050,30227,147.6,137.4,10.2,19.3,331316,12418,7547,336187,129028
é¿êî,2013,07,M75 ,T,0,209605,182572,171356,11216,27033,141.5,133.5,8.0,19.0,557504,17408,14582,560330,266610
é¿êî,2013,07,M76 ,0,0,148286,124814,117620,7194,23472,97.2,91.6,5.6,15.4,949670,45460,36123,959007,769131
é¿êî,2013,07,M76 ,T,0,121053,108907,103451,5456,12146,96.3,91.5,4.8,15.5,3005434,128941,118564,3015811,2477748
é¿êî,2013,07,M77 ,0,0,179294,151441,144077,7364,27853,129.0,124.2,4.8,19.7,161463,4373,4015,161821,99670
é¿êî,2013,07,M77 ,T,0,134815,118331,114111,4220,16484,112.2,108.3,3.9,18.0,462886,13702,10105,466483,330256
é¿êî,2013,07,N   ,0,0,274663,204717,194025,10692,69946,136.8,129.3,7.5,18.9,850920,22029,22513,850436,383786
é¿êî,2013,07,N   ,0,1,408986,286228,270302,15926,122758,166.6,156.1,10.5,21.3,467555,7704,8566,466650,
é¿êî,2013,07,N   ,0,2,111091,105457,101139,4318,5634,100.6,96.8,3.8,16.0,383365,14325,13947,383786,
é¿êî,2013,07,N   ,4,0,389951,277259,264985,12274,112692,146.2,137.3,8.9,19.4,90524,3921,3923,90522,44732
é¿êî,2013,07,N   ,4,1,627065,404115,385448,18667,222950,161.2,150.4,10.8,20.0,45721,280,212,45790,
é¿êî,2013,07,N   ,4,2,147603,147603,141864,5739,,130.8,123.9,6.9,18.8,44803,3641,3711,44732,
é¿êî,2013,07,N   ,5,0,286770,207177,192315,14862,79593,140.3,131.7,8.6,18.5,177560,4700,4060,178200,70211
é¿êî,2013,07,N   ,5,1,400852,277685,257151,20534,123167,166.8,155.6,11.2,20.7,108465,1811,2305,107989,
é¿êî,2013,07,N   ,5,2,109511,97623,91575,6048,11888,99.0,94.6,4.4,15.1,69095,2889,1755,70211,
é¿êî,2013,07,N   ,7,0,253042,192688,183516,9172,60354,134.3,127.4,6.9,18.9,582836,13408,14530,581714,268843
é¿êî,2013,07,N   ,7,1,379930,271954,258022,13932,107976,167.3,157.1,10.2,21.6,313369,5613,6049,312871,
é¿êî,2013,07,N   ,7,2,105428,100475,96841,3634,4953,95.9,92.8,3.1,15.7,269467,7795,8481,268843,
é¿êî,2013,07,N   ,9,0,219653,191265,183793,7472,28388,146.1,139.4,6.7,19.8,851411,17830,21868,847373,351672
é¿êî,2013,07,N   ,9,1,306991,259998,248526,11472,46993,182.5,172.6,9.9,22.3,497238,8660,10353,495701,
é¿êî,2013,07,N   ,9,2,96792,94576,92733,1843,2216,94.8,92.6,2.2,16.2,354173,9170,11515,351672,
é¿êî,2013,07,N   ,T,0,247179,197996,188913,9083,49183,141.4,134.3,7.1,19.3,1702331,39859,44381,1697809,735458
é¿êî,2013,07,N   ,T,1,356434,272713,259082,13631,83721,174.8,164.6,10.2,21.8,964793,16364,18919,962351,
é¿êî,2013,07,N   ,T,2,104239,100243,97111,3132,3996,97.8,94.7,3.1,16.1,737538,23495,25462,735458,
é¿êî,2013,07,N80 ,0,0,290058,209157,199449,9708,80901,133.8,127.5,6.3,18.7,492214,13978,14272,491920,231211
é¿êî,2013,07,N80 ,T,0,256442,198185,189789,8396,58257,132.9,127.2,5.7,18.8,812149,22942,25153,809938,401964
é¿êî,2013,07,O   ,0,0,380919,329380,323320,6060,51539,136.1,130.0,6.1,18.5,1763259,25971,24657,1764573,443073
é¿êî,2013,07,O   ,0,1,471976,404365,396807,7558,67611,161.3,153.5,7.8,20.8,1320056,9403,7963,1321500,
é¿êî,2013,07,O   ,0,2,109523,105885,104291,1594,3638,61.2,60.1,1.1,11.5,443203,16568,16694,443073,
é¿êî,2013,07,O   ,4,0,409977,329926,319167,10759,80051,118.5,114.3,4.2,16.8,381258,11080,8194,384144,142490
é¿êî,2013,07,O   ,4,1,593024,467235,451589,15646,125789,155.1,149.3,5.8,20.6,240994,3170,2514,241654,
é¿êî,2013,07,O   ,4,2,97525,95546,93130,2416,1979,56.1,54.6,1.5,10.2,140264,7910,5680,142490,
é¿êî,2013,07,O   ,5,0,435816,333136,324818,8318,102680,132.0,127.0,5.0,18.3,293991,5630,4130,295491,81956
é¿êî,2013,07,O   ,5,1,559611,420998,410666,10332,138613,158.9,152.8,6.1,21.0,213274,1571,1309,213535,
é¿êî,2013,07,O   ,5,2,111011,102610,99577,3033,8401,61.7,59.4,2.3,11.1,80717,4059,2821,81956,
é¿êî,2013,07,O   ,7,0,355790,328168,324376,3792,27622,143.5,136.4,7.1,19.2,1088010,9261,12333,1084938,218627
é¿êî,2013,07,O   ,7,1,416651,382748,378127,4621,33903,163.7,154.9,8.8,20.9,865788,4662,4140,866311,
é¿êî,2013,07,O   ,7,2,116669,113724,113189,535,2945,64.2,63.8,0.4,12.5,222222,4599,8193,218627,
é¿êî,2013,07,O   ,9,0,290720,230302,227261,3041,60418,130.1,124.5,5.6,17.7,1041920,12505,12180,1042245,354239
é¿êî,2013,07,O   ,9,1,400396,310331,306448,3883,90065,167.3,159.4,7.9,20.8,687900,4221,4177,688006,
é¿êî,2013,07,O   ,9,2,77657,74834,73429,1405,2823,57.7,56.8,0.9,11.8,354020,8284,8003,354239,
é¿êî,2013,07,O   ,T,0,347421,292585,287646,4939,54836,133.9,128.0,5.9,18.2,2805179,38476,36837,2806818,797312
é¿êî,2013,07,O   ,T,1,447461,372160,365861,6299,75301,163.4,155.5,7.9,20.8,2007956,13624,12140,2009506,
é¿êî,2013,07,O   ,T,2,95368,92092,90582,1510,3276,59.6,58.6,1.0,11.7,797223,24852,24697,797312,
é¿êî,2013,07,O81 ,0,0,386533,334678,329481,5197,51855,135.0,128.8,6.2,18.4,1541276,19476,20620,1540132,389889
é¿êî,2013,07,O81 ,T,0,380781,318176,313852,4324,62605,139.6,133.1,6.5,18.7,2174899,22313,26154,2171058,516049
é¿êî,2013,07,O82 ,0,0,342170,292807,280797,12010,49363,144.1,138.5,5.6,19.2,221983,6495,4037,224441,53184
é¿êî,2013,07,O82 ,T,0,232904,204736,197689,7047,28168,114.3,110.4,3.9,16.6,630280,16163,10683,635760,281263
é¿êî,2013,07,P   ,0,0,354899,281690,262494,19196,73209,146.8,140.9,5.9,19.3,3942267,47948,51336,3938879,860234
é¿êî,2013,07,P   ,0,1,417674,325935,302167,23768,91739,162.8,155.8,7.0,20.5,3085559,26285,33582,3078645,
é¿êî,2013,07,P   ,0,2,129528,122843,120064,2779,6685,89.0,87.3,1.7,15.1,856708,21663,17754,860234,
é¿êî,2013,07,P   ,4,0,453525,369590,331077,38513,83935,159.1,148.9,10.2,19.9,846809,7186,9075,844920,112596
é¿êî,2013,07,P   ,4,1,494573,398834,355557,43277,95739,167.1,156.0,11.1,20.4,734333,4627,6749,732324,
é¿êî,2013,07,P   ,4,2,186036,179021,171553,7468,7015,106.9,102.9,4.0,16.2,112476,2559,2326,112596,
é¿êî,2013,07,P   ,5,0,350254,285700,267669,18031,64554,146.7,141.6,5.1,19.4,1706835,19671,22611,1703895,348984
é¿êî,2013,07,P   ,5,1,406492,327127,305155,21972,79365,160.6,154.6,6.0,20.5,1358132,11128,14509,1354911,
é¿êî,2013,07,P   ,5,2,131569,124607,121904,2703,6962,92.9,91.2,1.7,15.3,348703,8543,8102,348984,
é¿êî,2013,07,P   ,7,0,300556,223253,214388,8865,77303,139.1,135.0,4.1,18.9,1388623,21091,19650,1390064,398654
é¿êî,2013,07,P   ,7,1,376126,270428,258623,11805,105698,162.6,157.3,5.3,20.7,993094,10530,12324,991410,
é¿êî,2013,07,P   ,7,2,111720,105372,103855,1517,6348,80.5,79.4,1.1,14.6,395529,10561,7326,398654,
é¿êî,2013,07,P   ,9,0,246759,187596,181540,6056,59163,126.7,122.8,3.9,18.4,2178671,38392,33444,2183619,956028
é¿êî,2013,07,P   ,9,1,359514,260917,251406,9511,98597,164.4,158.4,6.0,21.2,1227970,13709,15116,1227591,
é¿êî,2013,07,P   ,9,2,101547,93169,91562,1607,8378,78.2,76.9,1.3,14.8,950701,24683,18328,956028,
é¿êî,2013,07,P   ,T,0,316370,248165,233651,14514,68205,139.6,134.4,5.2,19.0,6120938,86340,84780,6122498,1816262
é¿êî,2013,07,P   ,T,1,401105,307413,287706,19707,93692,163.2,156.5,6.7,20.7,4313529,39994,48698,4306236,
é¿êî,2013,07,P   ,T,2,114805,107229,105067,2162,7576,83.3,81.8,1.5,14.9,1807409,46346,36082,1816262,
é¿êî,2013,07,P83 ,0,0,407950,330045,302971,27074,77905,152.1,144.8,7.3,19.6,2259058,23280,26999,2255339,365365
é¿êî,2013,07,P83 ,T,0,372353,296536,275167,21369,75817,143.2,136.7,6.5,19.2,3179393,34853,39157,3175089,768591
é¿êî,2013,07,P85 ,0,0,281118,213276,204960,8316,67842,139.4,135.6,3.8,19.0,1617838,23206,22777,1618267,476407
é¿êî,2013,07,P85 ,T,0,253949,193204,186277,6927,60745,135.6,131.9,3.7,18.8,2840856,49195,43515,2846536,1016460
é¿êî,2013,07,Q   ,0,0,443900,287360,275856,11504,156540,159.2,152.2,7.0,20.7,129866,799,751,129914,15447
é¿êî,2013,07,Q   ,0,1,486531,310422,297694,12728,176109,165.0,157.3,7.7,20.9,114471,536,541,114467,
é¿êî,2013,07,Q   ,0,2,127450,116167,113752,2415,11283,116.6,114.1,2.5,19.2,15395,263,210,15447,
é¿êî,2013,07,Q   ,4,0,511002,391491,364094,27397,119511,170.7,159.7,11.0,20.4,3427,63,39,3451,357
é¿êî,2013,07,Q   ,4,1,543626,418458,388309,30149,125168,174.8,162.8,12.0,20.5,3069,55,31,3094,
é¿êî,2013,07,Q   ,4,2,229787,159043,155367,3676,70744,135.8,132.8,3.0,19.2,358,8,8,357,
é¿êî,2013,07,Q   ,5,0,462367,264135,257163,6972,198232,154.4,150.5,3.9,20.5,44804,356,237,44923,6489
é¿êî,2013,07,Q   ,5,1,518015,289966,282152,7814,228049,161.4,157.3,4.1,20.8,38463,149,178,38434,
