年,年齢,年齢区分,年収（万円）,年収（円）,月例賃金（円）,年間賞与相当額（円）,所得税（円）,住民税（円）,厚生年金（円）,健康保険（円）,介護保険（円）,雇用保険（円）,社会保険料総額（円）,控除総額（円）,名目手取り（円）,実効負担率（%）,手取り率（%）,手取り（100円あたり）,所得税（100円あたり）,住民税（100円あたり）,厚生年金（100円あたり）,健康保険（100円あたり）,介護保険（100円あたり）,雇用保険（100円あたり）,性別,扶養人数,給与所得のみ
1998,35,20～39歳,550,5500000.0,360126.5838381219,1178480.9939425369,251000.0,168400.0,380652.0,187135.2,0.0,22000.0,589787.2,1009187.2,4490812.8,18.34885818181818,81.65114181818181,81.65114181818181,4.5636363636363635,3.061818181818182,6.920945454545454,3.402458181818182,0.0,0.4,男性,0,True
1998,35,20～39歳,600,6000000.0,392865.3641870421,1285615.6297554947,287600.0,199500.0,402008.0,197656.8,0.0,24000.0,623664.8,1110764.8,4889235.2,18.51274666666667,81.48725333333333,81.48725333333333,4.793333333333334,3.325,6.700133333333333,3.29428,0.0,0.4,男性,0,True
1998,35,20～39歳,650,6500000.0,425604.14453596226,1392750.2655684524,344000.0,225300.0,465003.0,228577.8,0.0,26000.0,719580.8,1288880.8,5211119.2,19.828935384615384,80.17106461538461,80.17106461538461,5.292307692307692,3.466153846153846,7.153892307692308,3.5165815384615384,0.0,0.4,男性,0,True
1998,35,20～39歳,700,7000000.0,458342.92488488246,1499884.901381411,422200.0,263600.0,496769.0,244199.4,0.0,28000.0,768968.4,1454768.4,5545231.6,20.782405714285712,79.21759428571427,79.21759428571427,6.031428571428572,3.7657142857142856,7.0967,3.488562857142857,0.0,0.4,男性,0,True
1998,35,20～39歳,750,7500000.0,491081.7052338026,1607019.5371943687,502200.0,303600.0,528535.0,259821.0,0.0,30000.0,818356.0,1624156.0,5875844.0,21.655413333333335,78.34458666666667,78.34458666666667,6.696000000000001,4.048,7.047133333333333,3.46428,0.0,0.4,男性,0,True
1998,35,20～39歳,800,8000000.0,523820.48558272276,1714154.1730073264,582400.0,343700.0,560300.0,275442.0,0.0,32000.0,867742.0,1793842.0,6206157.999999999,22.423025000000003,77.57697499999999,77.57697499999999,7.28,4.296250000000001,7.00375,3.4430250000000004,0.0,0.4,男性,0,True
1998,35,20～39歳,850,8500000.0,556559.265931643,1821288.808820285,662400.0,383700.0,592066.0,291063.6,0.0,34000.0,917129.6,1963229.6,6536770.4,23.096818823529414,76.9031811764706,76.9031811764706,7.792941176470588,4.514117647058823,6.9654823529411765,3.424277647058823,0.0,0.4,男性,0,True
1998,35,20～39歳,900,9000000.0,589298.0462805631,1928423.4446332427,742600.0,423800.0,623832.0,306685.2,0.0,36000.0,966517.2,2132917.2,6867082.8,23.699080000000002,76.30091999999999,76.30091999999999,8.251111111111111,4.708888888888889,6.931466666666666,3.4076133333333334,0.0,0.4,男性,0,True
1998,35,20～39歳,950,9500000.0,622036.8266294833,2035558.0804462004,829000.0,467000.0,624367.0,322306.2,0.0,38000.0,984673.2,2280673.2,7219326.8,24.007086315789476,75.99291368421052,75.99291368421052,8.726315789473684,4.91578947368421,6.572284210526316,3.3926968421052632,0.0,0.4,男性,0,True
1998,35,20～39歳,1000,10000000.0,654775.6069784035,2142692.716259158,915400.0,510200.0,624903.0,337927.8,0.0,40000.0,1002830.8,2428430.8,7571569.2,24.284308,75.715692,75.715692,9.154,5.102,6.249029999999999,3.3792780000000002,0.0,0.4,男性,0,True
1998,35,20～39歳,1050,10500000.0,687514.3873273237,2249827.352072116,1006800.0,555900.0,625439.0,353549.4,0.0,42000.0,1020988.4,2583688.4,7916311.6,24.60655619047619,75.3934438095238,75.3934438095238,9.588571428571429,5.2942857142857145,5.956561904761905,3.3671371428571435,0.0,0.4,男性,0,True
1998,35,20～39歳,1100,11000000.0,720253.1676762438,2356961.9878850738,1098000.0,612900.0,625974.0,369170.4,0.0,44000.0,1039144.4,2750044.4,8249955.6,25.000403636363632,74.99959636363636,74.99959636363636,9.981818181818182,5.571818181818182,5.6906727272727275,3.3560945454545457,0.0,0.4,男性,0,True
1998,35,20～39歳,1150,11500000.0,752991.9480251641,2464096.6236980315,1188400.0,671600.0,626510.0,389892.0,0.0,46000.0,1062402.0,2922402.0,8577598.0,25.412191304347825,74.58780869565217,74.58780869565217,10.333913043478262,5.84,5.447913043478261,3.390365217391304,0.0,0.4,男性,0,True
1998,35,20～39歳,1200,12000000.0,785730.7283740842,2571231.2595109893,1278800.0,730400.0,627046.0,410613.6,0.0,48000.0,1085659.6,3094859.6,8905140.4,25.79049666666667,74.20950333333334,74.20950333333334,10.656666666666666,6.086666666666667,5.225383333333333,3.42178,0.0,0.4,男性,0,True
1998,35,20～39歳,1250,12500000.0,818469.5087230044,2678365.895323947,1369200.0,789100.0,627581.0,431334.6,0.0,50000.0,1108915.6,3267215.6,9232784.4,26.1377248,73.8622752,73.8622752,10.9536,6.3128,5.0206479999999996,3.4506768,0.0,0.4,男性,0,True
1998,35,20～39歳,1300,13000000.0,851208.2890719245,2785500.531136905,1479400.0,850500.0,628117.0,431656.2,0.0,52000.0,1111773.2,3441673.2,9558326.8,26.47440923076923,73.52559076923077,73.52559076923077,11.379999999999999,6.542307692307691,4.831669230769231,3.320432307692308,0.0,0.4,男性,0,True
1998,35,20～39歳,1350,13500000.0,883947.0694208447,2892635.166949864,1613200.0,908500.0,628653.0,457477.8,0.0,54000.0,1140130.8,3661830.8,9838169.2,27.124672592592592,72.8753274074074,72.8753274074074,11.94962962962963,6.729629629629629,4.656688888888889,3.388724444444444,0.0,0.4,男性,0,True
1998,35,20～39歳,1400,14000000.0,916685.8497697649,2999769.802762822,1747300.0,966600.0,629188.0,483298.8,0.0,56000.0,1168486.8,3882386.8,10117613.2,27.731334285714283,72.2686657142857,72.2686657142857,12.480714285714285,6.904285714285714,4.4942,3.452134285714285,0.0,0.4,男性,0,True
1998,35,20～39歳,1450,14500000.0,949424.630118685,3106904.4385757796,1888900.0,1027900.0,629724.0,483620.4,0.0,58000.0,1171344.4,4088144.4,10411855.6,28.19409931034483,71.80590068965516,71.80590068965516,13.026896551724137,7.088965517241379,4.342924137931035,3.335313103448276,0.0,0.4,男性,0,True
1998,35,20～39歳,1500,15000000.0,982163.4104676052,3214039.0743887373,2023000.0,1086100.0,630260.0,509442.0,0.0,60000.0,1199702.0,4308802.0,10691198.0,28.725346666666667,71.27465333333333,71.27465333333333,13.486666666666666,7.240666666666666,4.201733333333333,3.39628,0.0,0.4,男性,0,True
1998,45,40～64歳,200,2000000.0,130955.12139568069,428538.5432518316,24000.0,31900.0,141636.0,69625.2,0.0,8000.0,219261.2,275161.2,1724838.7999999998,13.758060000000002,86.24194,86.24194,1.2000000000000002,1.5950000000000002,7.0818,3.4812600000000007,0.0,0.4,男性,0,True
1998,45,40～64歳,250,2500000.0,163693.90174460088,535673.1790647896,54700.0,45000.0,169238.0,83206.8,0.0,10000.0,262444.8,362144.8,2137855.2,14.485792,85.514208,85.514208,2.188,1.7999999999999998,6.76952,3.328272,0.0,0.4,男性,0,True
1998,45,40～64歳,300,3000000.0,196432.68209352106,642807.8148777473,83200.0,57100.0,211414.0,103928.4,0.0,12000.0,327342.4,467642.4,2532357.6,15.588080000000001,84.41192000000001,84.41192000000001,2.7733333333333334,1.9033333333333333,7.047133333333333,3.46428,0.0,0.4,男性,0,True
1998,45,40～64歳,350,3500000.0,229171.46244244123,749942.4506907054,114800.0,70500.0,232769.0,114449.4,0.0,14000.0,361218.4,546518.4,2953481.6,15.614811428571429,84.38518857142857,84.38518857142857,3.2800000000000002,2.0142857142857142,6.650542857142858,3.2699828571428573,0.0,0.4,男性,0,True
1998,45,40～64歳,400,4000000.0,261910.24279136138,857077.0865036632,147300.0,84300.0,274945.0,135171.0,0.0,16000.0,426116.0,657716.0,3342283.9999999995,16.4429,83.55709999999999,83.55709999999999,3.6825000000000006,2.1075000000000004,6.873625000000001,3.3792750000000003,0.0,0.4,男性,0,True
1998,45,40～64歳,450,4500000.0,294649.02314028156,964211.7223166213,180800.0,108700.0,317121.0,155892.6,0.0,18000.0,491013.6,780513.6,3719486.4,17.344746666666666,82.65525333333333,82.65525333333333,4.017777777777778,2.4155555555555557,7.047133333333333,3.46428,0.0,0.4,男性,0,True
1998,45,40～64歳,500,5000000.0,327387.80348920176,1071346.358129579,217500.0,139900.0,338476.0,166413.6,0.0,20000.0,524889.6,882289.6,4117710.4,17.645792,82.354208,82.354208,4.35,2.798,6.76952,3.328272,0.0,0.4,男性,0,True
1998,45,40～64歳,550,5500000.0,360126.5838381219,1178480.9939425369,251000.0,168400.0,380652.0,187135.2,0.0,22000.0,589787.2,1009187.2,4490812.8,18.34885818181818,81.65114181818181,81.65114181818181,4.5636363636363635,3.061818181818182,6.920945454545454,3.402458181818182,0.0,0.4,男性,0,True
1998,45,40～64歳,600,6000000.0,392865.3641870421,1285615.6297554947,287600.0,199500.0,402008.0,197656.8,0.0,24000.0,623664.8,1110764.8,4889235.2,18.51274666666667,81.48725333333333,81.48725333333333,4.793333333333334,3.325,6.700133333333333,3.29428,0.0,0.4,男性,0,True
1998,45,40～64歳,650,6500000.0,425604.14453596226,1392750.2655684524,344000.0,225300.0,465003.0,228577.8,0.0,26000.0,719580.8,1288880.8,5211119.2,19.828935384615384,80.17106461538461,80.17106461538461,5.292307692307692,3.466153846153846,7.153892307692308,3.5165815384615384,0.0,0.4,男性,0,True
1998,45,40～64歳,700,7000000.0,458342.92488488246,1499884.901381411,422200.0,263600.0,496769.0,244199.4,0.0,28000.0,768968.4,1454768.4,5545231.6,20.782405714285712,79.21759428571427,79.21759428571427,6.031428571428572,3.7657142857142856,7.0967,3.488562857142857,0.0,0.4,男性,0,True
1998,45,40～64歳,750,7500000.0,491081.7052338026,1607019.5371943687,502200.0,303600.0,528535.0,259821.0,0.0,30000.0,818356.0,1624156.0,5875844.0,21.655413333333335,78.34458666666667,78.34458666666667,6.696000000000001,4.048,7.047133333333333,3.46428,0.0,0.4,男性,0,True
1998,45,40～64歳,800,8000000.0,523820.48558272276,1714154.1730073264,582400.0,343700.0,560300.0,275442.0,0.0,32000.0,867742.0,1793842.0,6206157.999999999,22.423025000000003,77.57697499999999,77.57697499999999,7.28,4.296250000000001,7.00375,3.4430250000000004,0.0,0.4,男性,0,True
1998,45,40～64歳,850,8500000.0,556559.265931643,1821288.808820285,662400.0,383700.0,592066.0,291063.6,0.0,34000.0,917129.6,1963229.6,6536770.4,23.096818823529414,76.9031811764706,76.9031811764706,7.792941176470588,4.514117647058823,6.9654823529411765,3.424277647058823,0.0,0.4,男性,0,True
1998,45,40～64歳,900,9000000.0,589298.0462805631,1928423.4446332427,742600.0,423800.0,623832.0,306685.2,0.0,36000.0,966517.2,2132917.2,6867082.8,23.699080000000002,76.30091999999999,76.30091999999999,8.251111111111111,4.708888888888889,6.931466666666666,3.4076133333333334,0.0,0.4,男性,0,True
1998,45,40～64歳,950,9500000.0,622036.8266294833,2035558.0804462004,829000.0,467000.0,624367.0,322306.2,0.0,38000.0,984673.2,2280673.2,7219326.8,24.007086315789476,75.99291368421052,75.99291368421052,8.726315789473684,4.91578947368421,6.572284210526316,3.3926968421052632,0.0,0.4,男性,0,True
1998,45,40～64歳,1000,10000000.0,654775.6069784035,2142692.716259158,915400.0,510200.0,624903.0,337927.8,0.0,40000.0,1002830.8,2428430.8,7571569.2,24.284308,75.715692,75.715692,9.154,5.102,6.249029999999999,3.3792780000000002,0.0,0.4,男性,0,True
1998,45,40～64歳,1050,10500000.0,687514.3873273237,2249827.352072116,1006800.0,555900.0,625439.0,353549.4,0.0,42000.0,1020988.4,2583688.4,7916311.6,24.60655619047619,75.3934438095238,75.3934438095238,9.588571428571429,5.2942857142857145,5.956561904761905,3.3671371428571435,0.0,0.4,男性,0,True
1998,45,40～64歳,1100,11000000.0,720253.1676762438,2356961.9878850738,1098000.0,612900.0,625974.0,369170.4,0.0,44000.0,1039144.4,2750044.4,8249955.6,25.000403636363632,74.99959636363636,74.99959636363636,9.981818181818182,5.571818181818182,5.6906727272727275,3.3560945454545457,0.0,0.4,男性,0,True
1998,45,40～64歳,1150,11500000.0,752991.9480251641,2464096.6236980315,1188400.0,671600.0,626510.0,389892.0,0.0,46000.0,1062402.0,2922402.0,8577598.0,25.412191304347825,74.58780869565217,74.58780869565217,10.333913043478262,5.84,5.447913043478261,3.390365217391304,0.0,0.4,男性,0,True
1998,45,40～64歳,1200,12000000.0,785730.7283740842,2571231.2595109893,1278800.0,730400.0,627046.0,410613.6,0.0,48000.0,1085659.6,3094859.6,8905140.4,25.79049666666667,74.20950333333334,74.20950333333334,10.656666666666666,6.086666666666667,5.225383333333333,3.42178,0.0,0.4,男性,0,True
1998,45,40～64歳,1250,12500000.0,818469.5087230044,2678365.895323947,1369200.0,789100.0,627581.0,431334.6,0.0,50000.0,1108915.6,3267215.6,9232784.4,26.1377248,73.8622752,73.8622752,10.9536,6.3128,5.0206479999999996,3.4506768,0.0,0.4,男性,0,True
1998,45,40～64歳,1300,13000000.0,851208.2890719245,2785500.531136905,1479400.0,850500.0,628117.0,431656.2,0.0,52000.0,1111773.2,3441673.2,9558326.8,26.47440923076923,73.52559076923077,73.52559076923077,11.379999999999999,6.542307692307691,4.831669230769231,3.320432307692308,0.0,0.4,男性,0,True
1998,45,40～64歳,1350,13500000.0,883947.0694208447,2892635.166949864,1613200.0,908500.0,628653.0,457477.8,0.0,54000.0,1140130.8,3661830.8,9838169.2,27.124672592592592,72.8753274074074,72.8753274074074,11.94962962962963,6.729629629629629,4.656688888888889,3.388724444444444,0.0,0.4,男性,0,True
1998,45,40～64歳,1400,14000000.0,916685.8497697649,2999769.802762822,1747300.0,966600.0,629188.0,483298.8,0.0,56000.0,1168486.8,3882386.8,10117613.2,27.731334285714283,72.2686657142857,72.2686657142857,12.480714285714285,6.904285714285714,4.4942,3.452134285714285,0.0,0.4,男性,0,True
1998,45,40～64歳,1450,14500000.0,949424.630118685,3106904.4385757796,1888900.0,1027900.0,629724.0,483620.4,0.0,58000.0,1171344.4,4088144.4,10411855.6,28.19409931034483,71.80590068965516,71.80590068965516,13.026896551724137,7.088965517241379,4.342924137931035,3.335313103448276,0.0,0.4,男性,0,True
1998,45,40～64歳,1500,15000000.0,982163.4104676052,3214039.0743887373,2023000.0,1086100.0,630260.0,509442.0,0.0,60000.0,1199702.0,4308802.0,10691198.0,28.725346666666667,71.27465333333333,71.27465333333333,13.486666666666666,7.240666666666666,4.201733333333333,3.39628,0.0,0.4,男性,0,True
1999,35,20～39歳,200,2000000.0,132593.88734390802,408873.35187310365,49600.0,31900.0,141538.0,69566.4,0.0,8000.0,219104.4,300604.4,1699395.6,15.030220000000002,84.96978,84.96978,2.48,1.595,7.0769,3.47832,0.0,0.4,男性,0,True
1999,35,20～39歳,250,2500000.0,165742.35917988504,511091.68984137964,72900.0,44300.0,179525.0,88233.0,0.0,10000.0,277758.0,394958.0,2105042.0,15.798319999999999,84.20168,84.20168,2.916,1.772,7.181,3.52932,0.0,0.4,男性,0,True
1999,35,20～39歳,300,3000000.0,198890.83101586206,613310.0278096553,96900.0,57100.0,211266.0,103839.6,0.0,12000.0,327105.6,481105.6,2518894.4,16.03685333333333,83.96314666666666,83.96314666666666,3.2300000000000004,1.9033333333333333,7.0422,3.46132,0.0,0.4,男性,0,True
1999,35,20～39歳,350,3500000.0,232039.30285183908,715528.3657779313,119800.0,69200.0,253417.0,124546.2,0.0,14000.0,391963.2,580963.2,2919036.8,16.598948571428572,83.40105142857142,83.40105142857142,3.4228571428571426,1.977142857142857,7.240485714285715,3.558462857142857,0.0,0.4,男性,0,True
1999,35,20～39歳,400,4000000.0,265187.77468781604,817746.7037462073,148300.0,84400.0,274748.0,135052.8,0.0,16000.0,425800.8,658500.8,3341499.2,16.46252,83.53748,83.53748,3.7074999999999996,2.11,6.8687,3.37632,0.0,0.4,男性,0,True
1999,35,20～39歳,450,4500000.0,298336.2465237931,919965.0417144829,175100.0,108800.0,316899.0,155759.4,0.0,18000.0,490658.4,774558.4,3725441.6,17.212408888888888,82.78759111111111,82.78759111111111,3.891111111111111,2.417777777777778,7.0422,3.4613199999999997,0.0,0.4,男性,0,True
1999,35,20～39歳,500,5000000.0,331484.7183597701,1022183.3796827593,201900.0,137200.0,359050.0,176466.0,0.0,20000.0,555516.0,894616.0,4105384.0,17.89232,82.10768,82.10768,4.038,2.7439999999999998,7.181,3.52932,0.0,0.4,男性,0,True
1999,35,20～39歳,550,5500000.0,364633.19019574707,1124401.717651035,231200.0,168400.0,380382.0,186973.2,0.0,22000.0,589355.2,988955.2,4511044.799999999,17.98100363636364,82.01899636363635,82.01899636363635,4.203636363636364,3.0618181818181824,6.916036363636365,3.399512727272728,0.0,0.4000000000000001,男性,0,True
1999,35,20～39歳,600,6000000.0,397781.6620317241,1226620.0556193106,256800.0,195600.0,432943.0,212779.8,0.0,24000.0,669722.8,1122122.8,4877877.2,18.702046666666668,81.29795333333334,81.29795333333334,4.279999999999999,3.26,7.215716666666666,3.5463299999999998,0.0,0.4,男性,0,True
1999,35,20～39歳,650,6500000.0,430930.1338677011,1328838.3935875862,305600.0,225300.0,464684.0,228386.4,0.0,26000.0,719070.4,1249970.4,5250029.6,19.230313846153845,80.76968615384614,80.76968615384614,4.701538461538462,3.466153846153846,7.148984615384616,3.513636923076923,0.0,0.4,男性,0,True
1999,35,20～39歳,700,7000000.0,464078.60570367816,1431056.7315558626,368100.0,263600.0,496425.0,243993.0,0.0,28000.0,768418.0,1400118.0,5599882.0,20.001685714285713,79.99831428571429,79.99831428571429,5.258571428571428,3.7657142857142856,7.091785714285715,3.4856142857142856,0.0,0.4,男性,0,True
1999,35,20～39歳,750,7500000.0,497227.07753965515,1533275.0695241382,432300.0,303700.0,528166.0,259599.6,0.0,30000.0,817765.6,1553765.6,5946234.4,20.71687466666667,79.28312533333333,79.28312533333333,5.763999999999999,4.049333333333333,7.042213333333333,3.4613280000000004,0.0,0.4,男性,0,True
1999,35,20～39歳,800,8000000.0,530375.5493756321,1635493.4074924146,496300.0,343700.0,559907.0,275206.2,0.0,32000.0,867113.2,1707113.2,6292886.8,21.338915,78.661085,78.661085,6.20375,4.29625,6.9988375000000005,3.4400775,0.0,0.4,男性,0,True
1999,35,20～39歳,850,8500000.0,563524.0212116091,1737711.745460691,560400.0,383800.0,591648.0,290812.8,0.0,34000.0,916460.8,1860660.8,6639339.2,21.89012705882353,78.10987294117648,78.10987294117648,6.592941176470589,4.515294117647059,6.960564705882353,3.421327058823529,0.0,0.4,男性,0,True
1999,35,20～39歳,900,9000000.0,596672.4930475862,1839930.0834289659,624600.0,423900.0,623389.0,306419.4,0.0,36000.0,965808.4,2014308.4,6985691.6,22.381204444444442,77.61879555555555,77.61879555555555,6.94,4.71,6.926544444444445,3.4046600000000002,0.0,0.4,男性,0,True
1999,35,20～39歳,950,9500000.0,629820.9648835631,1942148.4213972422,693700.0,467100.0,623900.0,322026.0,0.0,38000.0,983926.0,2144726.0,7355274.0,22.576063157894737,77.42393684210526,77.42393684210526,7.302105263157895,4.916842105263157,6.567368421052631,3.3897473684210526,0.0,0.4,男性,0,True
1999,35,20～39歳,1000,10000000.0,662969.4367195402,2044366.7593655186,762700.0,510200.0,624411.0,337632.6,0.0,40000.0,1002043.6,2274943.6,7725056.4,22.749436,77.250564,77.250564,7.627000000000001,5.102,6.24411,3.3763259999999997,0.0,0.4,男性,0,True
1999,35,20～39歳,1050,10500000.0,696117.9085555172,2146585.0973337935,833400.0,554400.0,624922.0,368539.2,0.0,42000.0,1035461.2,2423261.2,8076738.8,23.078678095238097,76.92132190476191,76.92132190476191,7.937142857142857,5.28,5.951638095238096,3.5098971428571426,0.0,0.4,男性,0,True
1999,35,20～39歳,1100,11000000.0,729266.3803914941,2248803.43530207,908900.0,613000.0,625434.0,368846.4,0.0,44000.0,1038280.4,2560180.4,8439819.599999998,23.274367272727275,76.72563272727272,76.72563272727272,8.262727272727274,5.572727272727274,5.685763636363637,3.353149090909092,0.0,0.4000000000000001,男性,0,True
1999,35,20～39歳,1150,11500000.0,762414.8522274712,2351021.773270346,981200.0,671700.0,625945.0,389553.0,0.0,46000.0,1061498.0,2714398.0,8785602.0,23.603460869565218,76.39653913043477,76.39653913043477,8.532173913043477,5.840869565217392,5.443,3.387417391304348,0.0,0.4,男性,0,True
1999,35,20～39歳,1200,12000000.0,795563.3240634482,2453240.111238621,1067000.0,730500.0,626456.0,410259.6,0.0,48000.0,1084715.6,2882215.6,9117784.4,24.018463333333333,75.98153666666667,75.98153666666667,8.891666666666667,6.0874999999999995,5.220466666666667,3.41883,0.0,0.4,男性,0,True
1999,35,20～39歳,1250,12500000.0,828711.7958994252,2555458.4492068975,1157400.0,789300.0,626967.0,430966.2,0.0,50000.0,1107933.2,3054633.2,9445366.8,24.4370656,75.5629344,75.5629344,9.2592,6.314400000000001,5.0157359999999995,3.4477295999999997,0.0,0.4,男性,0,True
1999,35,20～39歳,1300,13000000.0,861860.2677354022,2657676.7871751725,1259900.0,847200.0,627478.0,456772.8,0.0,52000.0,1136250.8,3243350.8,9756649.2,24.948852307692306,75.05114769230768,75.05114769230768,9.69153846153846,6.516923076923077,4.826753846153846,3.513636923076923,0.0,0.4,男性,0,True
1999,35,20～39歳,1350,13500000.0,895008.7395713793,2759895.125143449,1401500.0,908600.0,627989.0,457079.4,0.0,54000.0,1139068.4,3449168.4,10050831.6,25.549395555555556,74.45060444444445,74.45060444444445,10.381481481481481,6.73037037037037,4.651770370370371,3.3857733333333333,0.0,0.4,男性,0,True
1999,35,20～39歳,1400,14000000.0,928157.2114073563,2862113.463111725,1535600.0,966700.0,628500.0,482886.0,0.0,56000.0,1167386.0,3669686.0,10330314.0,26.21204285714286,73.78795714285714,73.78795714285714,10.96857142857143,6.905,4.489285714285715,3.4491857142857145,0.0,0.4,男性,0,True
1999,35,20～39歳,1450,14500000.0,961305.6832433332,2964331.80108,1669700.0,1024800.0,629011.0,508692.6,0.0,58000.0,1195703.6,3890203.6,10609796.399999999,26.82899034482759,73.17100965517241,73.17100965517241,11.515172413793104,7.067586206896552,4.338006896551725,3.5082248275862074,0.0,0.4,男性,0,True
1999,35,20～39歳,1500,15000000.0,994454.1550793103,3066550.1390482765,1811300.0,1086200.0,629522.0,508999.2,0.0,60000.0,1198521.2,4096021.2,10903978.8,27.306808,72.69319200000001,72.69319200000001,12.075333333333333,7.241333333333333,4.196813333333333,3.3933280000000003,0.0,0.4,男性,0,True
1999,45,40～64歳,200,2000000.0,132593.88734390802,408873.35187310365,49600.0,31900.0,141538.0,69566.4,0.0,8000.0,219104.4,300604.4,1699395.6,15.030220000000002,84.96978,84.96978,2.48,1.595,7.0769,3.47832,0.0,0.4,男性,0,True
1999,45,40～64歳,250,2500000.0,165742.35917988504,511091.68984137964,72900.0,44300.0,179525.0,88233.0,0.0,10000.0,277758.0,394958.0,2105042.0,15.798319999999999,84.20168,84.20168,2.916,1.772,7.181,3.52932,0.0,0.4,男性,0,True
1999,45,40～64歳,300,3000000.0,198890.83101586206,613310.0278096553,96900.0,57100.0,211266.0,103839.6,0.0,12000.0,327105.6,481105.6,2518894.4,16.03685333333333,83.96314666666666,83.96314666666666,3.2300000000000004,1.9033333333333333,7.0422,3.46132,0.0,0.4,男性,0,True
1999,45,40～64歳,350,3500000.0,232039.30285183908,715528.3657779313,119800.0,69200.0,253417.0,124546.2,0.0,14000.0,391963.2,580963.2,2919036.8,16.598948571428572,83.40105142857142,83.40105142857142,3.4228571428571426,1.977142857142857,7.240485714285715,3.558462857142857,0.0,0.4,男性,0,True
1999,45,40～64歳,400,4000000.0,265187.77468781604,817746.7037462073,148300.0,84400.0,274748.0,135052.8,0.0,16000.0,425800.8,658500.8,3341499.2,16.46252,83.53748,83.53748,3.7074999999999996,2.11,6.8687,3.37632,0.0,0.4,男性,0,True
1999,45,40～64歳,450,4500000.0,298336.2465237931,919965.0417144829,175100.0,108800.0,316899.0,155759.4,0.0,18000.0,490658.4,774558.4,3725441.6,17.212408888888888,82.78759111111111,82.78759111111111,3.891111111111111,2.417777777777778,7.0422,3.4613199999999997,0.0,0.4,男性,0,True
1999,45,40～64歳,500,5000000.0,331484.7183597701,1022183.3796827593,201900.0,137200.0,359050.0,176466.0,0.0,20000.0,555516.0,894616.0,4105384.0,17.89232,82.10768,82.10768,4.038,2.7439999999999998,7.181,3.52932,0.0,0.4,男性,0,True
1999,45,40～64歳,550,5500000.0,364633.19019574707,1124401.717651035,231200.0,168400.0,380382.0,186973.2,0.0,22000.0,589355.2,988955.2,4511044.799999999,17.98100363636364,82.01899636363635,82.01899636363635,4.203636363636364,3.0618181818181824,6.916036363636365,3.399512727272728,0.0,0.4000000000000001,男性,0,True
1999,45,40～64歳,600,6000000.0,397781.6620317241,1226620.0556193106,256800.0,195600.0,432943.0,212779.8,0.0,24000.0,669722.8,1122122.8,4877877.2,18.702046666666668,81.29795333333334,81.29795333333334,4.279999999999999,3.26,7.215716666666666,3.5463299999999998,0.0,0.4,男性,0,True
1999,45,40～64歳,650,6500000.0,430930.1338677011,1328838.3935875862,305600.0,225300.0,464684.0,228386.4,0.0,26000.0,719070.4,1249970.4,5250029.6,19.230313846153845,80.76968615384614,80.76968615384614,4.701538461538462,3.466153846153846,7.148984615384616,3.513636923076923,0.0,0.4,男性,0,True
1999,45,40～64歳,700,7000000.0,464078.60570367816,1431056.7315558626,368100.0,263600.0,496425.0,243993.0,0.0,28000.0,768418.0,1400118.0,5599882.0,20.001685714285713,79.99831428571429,79.99831428571429,5.258571428571428,3.7657142857142856,7.091785714285715,3.4856142857142856,0.0,0.4,男性,0,True
1999,45,40～64歳,750,7500000.0,497227.07753965515,1533275.0695241382,432300.0,303700.0,528166.0,259599.6,0.0,30000.0,817765.6,1553765.6,5946234.4,20.71687466666667,79.28312533333333,79.28312533333333,5.763999999999999,4.049333333333333,7.042213333333333,3.4613280000000004,0.0,0.4,男性,0,True
1999,45,40～64歳,800,8000000.0,530375.5493756321,1635493.4074924146,496300.0,343700.0,559907.0,275206.2,0.0,32000.0,867113.2,1707113.2,6292886.8,21.338915,78.661085,78.661085,6.20375,4.29625,6.9988375000000005,3.4400775,0.0,0.4,男性,0,True
1999,45,40～64歳,850,8500000.0,563524.0212116091,1737711.745460691,560400.0,383800.0,591648.0,290812.8,0.0,34000.0,916460.8,1860660.8,6639339.2,21.89012705882353,78.10987294117648,78.10987294117648,6.592941176470589,4.515294117647059,6.960564705882353,3.421327058823529,0.0,0.4,男性,0,True
1999,45,40～64歳,900,9000000.0,596672.4930475862,1839930.0834289659,624600.0,423900.0,623389.0,306419.4,0.0,36000.0,965808.4,2014308.4,6985691.6,22.381204444444442,77.61879555555555,77.61879555555555,6.94,4.71,6.926544444444445,3.4046600000000002,0.0,0.4,男性,0,True
1999,45,40～64歳,950,9500000.0,629820.9648835631,1942148.4213972422,693700.0,467100.0,623900.0,322026.0,0.0,38000.0,983926.0,2144726.0,7355274.0,22.576063157894737,77.42393684210526,77.42393684210526,7.302105263157895,4.916842105263157,6.567368421052631,3.3897473684210526,0.0,0.4,男性,0,True
1999,45,40～64歳,1000,10000000.0,662969.4367195402,2044366.7593655186,762700.0,510200.0,624411.0,337632.6,0.0,40000.0,1002043.6,2274943.6,7725056.4,22.749436,77.250564,77.250564,7.627000000000001,5.102,6.24411,3.3763259999999997,0.0,0.4,男性,0,True
1999,45,40～64歳,1050,10500000.0,696117.9085555172,2146585.0973337935,833400.0,554400.0,624922.0,368539.2,0.0,42000.0,1035461.2,2423261.2,8076738.8,23.078678095238097,76.92132190476191,76.92132190476191,7.937142857142857,5.28,5.951638095238096,3.5098971428571426,0.0,0.4,男性,0,True
